"","equipe","ano","rodada","dia","local","oponente","formacao","resultado","gp","gc","posse","totalchutes","%chgol","g_ch","cagc","%defesas","cleansheets","dif_faltas","impedimentos","cruzamentos","cortes","roubadas","pts","saldo_gols","cardscore","%gols_pen","%gols_contra","opp_formacao"
"29","Atl Goianiense","2020",38,"qui","Em casa","Coritiba","4-2-3-1","V",6,-2,-2.5,0.699999999999999,0.0454877067377067,0.0339393939393939,-0.2,0.00507936507936513,-2,-4.7,0.5,2.2,-2.1,-0.800000000000001,5,8,-1.4,0.05,-0.0666666666666667,"5--4-1"
"30","Atl Goianiense","2021",10,"qua","Em casa","Sport Recife","4--3-3","E",4,1,3,0.199999999999999,0.0737925962925963,0.0455061605061605,0.3,0.0853174603174603,2,0.8,0.1,-2,-0.600000000000001,-1,7,3,0.5,-0.05,-0.05,"4-2-3-1"
"31","Atl Goianiense","2021",12,"dom","Em casa","Palmeiras","4-2-3-1","D",-14,4,1.09999999999999,-5.4,-0.0847542808069124,-0.0633566287513656,1.5,-0.00551587301587297,-1,0.5,-1.1,-6,-1.6,-2.6,-16,-18,0.2,0,0.0333333333333333,"4-2-3-1"
"32","Atl Goianiense","2021",14,"dom","Em casa","América (MG)","4-2-3-1","E",-3,-2,2.7,-4,-0.0285664335664336,0.00799603174603172,-0.4,0.086388888888889,2,1.8,-0.6,-9.6,-4.6,-2.8,2,-1,-0.1,0,0.0333333333333333,"3--4-3"
"33","Atl Goianiense","2021",17,"sáb","Em casa","Chapecoense","4--4-2","E",1,-5,8.3,-0.699999999999999,-0.0447005772005772,0.00870310245310243,-0.100000000000001,0.0807936507936508,3,-4.7,-0.5,-7.8,-3.1,-1.6,12,6,-0.3,0.05,0.0333333333333333,"4-2-3-1"
"34","Atl Goianiense","2021",18,"dom","Em casa","Internacional","4--4-2","E",-5,-1,3.6,-1.8,-0.0686545480663128,-0.0307989477842419,-0.6,0.0877777777777776,-1,-4.7,0.8,-5,-1.2,-2.1,1,-4,-0.5,0,0.0333333333333333,"4-2-3-1"
"35","Atl Goianiense","2021",20,"dom","Em casa","Corinthians","4--4-2","E",-4,0,1.2,1.6,-0.0122871572871572,-0.0899801587301587,-1.2,0.0145238095238096,0,3.5,0.9,-2,-1.9,0.6,-3,-4,1.1,0.2,0.0333333333333333,"4--5-1"
"36","Atl Goianiense","2021",22,"dom","Em casa","Cuiabá","4-2-3-1","E",-4,1,9.1,0.300000000000001,-0.0632223332223332,-0.0857503607503607,-0.1,0.0505952380952381,-1,-3.9,-0.3,1.8,-1.6,2,-5,-5,-2.4,0.15,0,"4--4-2"
"37","Atl Goianiense","2021",24,"qua","Em casa","Atl Paranaense","4-2-3-1","D",-2,-5,3.2,-2.6,0.0692310004810004,0.026266835016835,0.5,0.180833333333333,2,-5.7,0.4,-7.3,-0.200000000000001,-0.0999999999999996,1,3,0.2,0.05,0,"3--4-3"
"38","Atl Goianiense","2021",27,"dom","Em casa","Atlético Mineiro","4-2-3-1","V",-11,1,-8.7,-5.7,0.0618786768786769,-0.0320676545676546,0.3,0.211428571428572,0,-1.6,0.0999999999999999,-1.1,0.699999999999999,-1.7,-11,-12,0.2,-0.15,-0.1,"4-2-3-1"
"39","Atl Goianiense","2021",28,"seg","Em casa","Grêmio","4-2-3-1","V",-3,-7,-1.3,-2.5,0.00397200022200023,0.026523754023754,-0.4,0.197261904761905,1,-3.8,0.6,3.6,-1.7,-2.7,2,4,-1.3,0,0,"4-2-3-1"
"40","Atl Goianiense","2021",30,"ter","Em casa","Juventude","4-2-3-1","E",-2,-5,1.4,-1.9,0.067709373959374,-0.0225818625818626,-0.7,0.153214285714286,1,4.5,0.6,0.899999999999999,0.5,-0.200000000000001,4,3,-0.4,-0.2,0,"4--4-2"
"41","Atl Goianiense","2021",32,"sáb","Em casa","Santos","4-2-3-1","E",0,3,5.09999999999999,-1.3,0.0490123765123765,0.0132070707070707,0,0.0966666666666667,0,4.2,0,3.1,0.5,-0.7,-3,-3,-0.3,0,0,"3-4-1-2"
"42","Atl Goianiense","2021",34,"sáb","Em casa","Ceará","4-2-3-1","E",-8,0,8.5,-2.4,0.0134817045400569,-0.0670386980169589,-0.6,0.281388888888889,1,2,0.0999999999999999,2.4,0.700000000000001,-2.4,-5,-8,0.1,-0.25,0,"4-2-3-1"
"43","Atl Goianiense","2021",35,"seg","Em casa","Bahia","4-2-3-1","V",1,2,3.2,-2.5,-0.0279604056074645,0.0289341377576672,0,0.183888888888889,-3,-2.2,-0.1,-1.3,0,-3.1,3,-1,0.3,0.05,0,"4-2-3-1"
"44","Atl Goianiense","2021",38,"qui","Em casa","Flamengo","4--3-3","V",-7,2,-3.3,-4.5,0.000408702924182769,-0.0244078960255431,0.6,0.0972222222222223,-4,-1.9,-0.8,0.0999999999999979,-1.5,-2.9,-4,-9,0.7,-0.1,0,"3--4-3"
"45","Atl Paranaense","2019",10,"dom","Em casa","Internacional","4-2-3-1","V",1,3,4.6,0.9,0.0205690427824968,-0.000429103060682001,-0.5,-0.0750000000000001,0,1.3,-0.7,2.3,-1.8,-3.8,-3,-2,0.2,0.05,0,"4-2-3-1"
"46","Atl Paranaense","2020",10,"sáb","Em casa","Coritiba","4--4-2","V",3,-3,12.4,3.9,-0.00769530349251718,0.00736715468913612,-0.8,0.0351190476190476,1,9.5,-0.7,3.8,-1.9,-0.199999999999999,6,6,-1.7,-0.183333333333333,0.0666666666666667,"4-2-3-1"
"47","Atl Paranaense","2020",12,"sáb","Em casa","Bahia","4--3-3","V",-4,-10,7.3,-1.7,-0.0451836888601594,-0.0319274761186526,-1.1,0.195833333333333,3,10.5,-1,-1.6,-0.9,-0.399999999999999,5,6,-0.2,-0.05,0.1,"4--4-2"
"48","Atl Paranaense","2020",14,"qui","Em casa","Ceará","4--3-3","E",-5,-3,9.7,0.199999999999999,-0.0375245970060212,-0.0402305984349328,-1.7,0.121753246753247,-1,6.2,-0.6,0,0.399999999999999,-1.2,-2,-2,-1.4,0,0.1,"4-2-3-1"
"49","Atl Paranaense","2020",16,"qua","Em casa","Corinthians","4-2-3-1","D",-5,-3,2.2,1,-0.0328736704471999,-0.048570416511593,0.2,0.155952380952381,1,4.2,1,-4.8,1.2,-0.700000000000001,-3,-2,-2.6,-0.05,-0.05,"4--3-3"
"50","Atl Paranaense","2020",18,"dom","Em casa","Grêmio","4-2-3-1","D",-7,0,7.3,0.4,-0.0147237647972942,-0.0588579067990833,0.9,0.0933333333333333,1,8.3,0.8,2.1,1.2,-0.6,-7,-7,-1.9,-0.1,0.05,"4-2-3-1"
"51","Atl Paranaense","2020",20,"sáb","Em casa","Fortaleza","4-2-3-1","V",-1,5,8.7,1.7,0.0295320284290873,-0.0269011544011544,0.1,-0.17,-3,6.8,0.6,5.3,3.5,1.1,-5,-6,-0.4,0,0.05,"4--4-2"
"52","Atl Paranaense","2020",22,"sáb","Em casa","Santos","4--4-2","V",-7,-1,10.1,5.5,-0.101840798090798,-0.117569236319236,-0.7,0.0308333333333335,2,0.9,0.7,6,-1,-0.700000000000001,-6,-6,-0.9,-0.183333333333333,0.05,"4-2-3-1"
"53","Atl Paranaense","2020",25,"sáb","Em casa","Atlético Mineiro","4--3-3","D",-8,0,-5.6,-2.2,-0.0160440294999119,-0.0572009934509935,0,0.153333333333333,-1,3.7,0.3,-3,0.5,-0.699999999999999,-6,-8,-0.0999999999999996,-0.05,0.05,"4-2-3-1"
"54","Atl Paranaense","2020",27,"dom","Em casa","Vasco da Gama","4--4-2","V",2,-6,3.90000000000001,0.5,-0.0502661064425771,0.0184033613445378,-0.899999999999999,0.0291666666666666,2,0.5,0.5,-1.2,-0.6,-2,6,8,-0.4,-0.1,0.05,"4-2-3-1"
"55","Atl Paranaense","2020",30,"dom","Em casa","São Paulo","4-2-3-1","E",-6,-4,-14.1,-5,-0.0313926596279537,-0.0239542483660131,0.600000000000001,0.305833333333333,4,4.4,-0.3,-12.5,-0.6,1.5,0,-2,-0.3,0,0,"4--4-2"
"56","Atl Paranaense","2020",32,"dom","Em casa","Flamengo","4-1-4-1","V",-10,-2,-15.7,-6.1,0.0475658255573117,-0.0246408635224424,0.7,0.135833333333333,0,4.8,0.9,-5.5,-1.5,-1.6,-5,-8,-0.3,-0.05,0,"4--4-2"
"57","Atl Paranaense","2020",34,"qui","Em casa","Internacional","4--4-2","E",-11,-3,8.5,-1.7,0.0198362164151638,-0.0588001923257341,0,0.208333333333333,1,2,1.5,-2.7,-2.2,2.4,-10,-8,-0.2,-0.15,0,"4-1-4-1"
"58","Atl Paranaense","2020",36,"dom","Em casa","Atl Goianiense","4-2-3-1","V",3,-6,9.7,0,0.0588508713508714,0.0263451825951826,-0.5,-0.0572222222222223,3,1,0.2,-4.6,-0.6,0.899999999999999,7,9,-1.6,-0.15,-0.05,"4-2-3-1"
"59","Atl Paranaense","2020",38,"qui","Em casa","Sport Recife","4-2-2-2","V",5,-6,13.1,0.0999999999999996,0.118588020166968,0.038654780891623,-2.9,0.00227272727272732,1,0.8,0.6,-3.2,-6.1,3.6,6,11,-0.5,-0.15,-0.133333333333333,"5--4-1"
"60","Atl Paranaense","2021",11,"sáb","Em casa","Bragantino","4-2-3-1","E",1,0,-5.8,-0.6,0.0446179098679099,0.0139848484848485,0.2,0.0647619047619047,0,1.7,0.6,-7.3,-2.1,-3.3,-2,1,0.8,0.025,0.05,"4-2-3-1"
"61","Atl Paranaense","2021",13,"dom","Em casa","Internacional","4-2-3-1","V",10,4,-5.3,0.9,-0.00479589854589846,0.070269092019092,0.3,-0.0113492063492063,-2,-3.2,0.6,-4.6,-0.700000000000001,-3.8,5,6,-0.5,-0.375,0.05,"4-1-4-1"
"62","Atl Paranaense","2021",15,"sáb","Em casa","São Paulo","4-2-3-1","D",5,4,-8.2,1.1,-0.0678787878787879,0.0310858585858586,0.100000000000001,-0.080952380952381,-4,-3.6,-2,-5.6,2.3,-1.6,-2,1,-0.6,-0.025,0.03,"4-2-3-1"
"63","Atl Paranaense","2021",17,"dom","Em casa","Corinthians","4-2-3-1","D",2,5,-1.4,3,-0.0773701298701299,-0.0462409812409812,-1.4,-0.206746031746032,-4,7.1,0.5,1.8,1,0,-5,-3,1.7,0.025,0.05,"4-2-3-1"
"64","Atl Paranaense","2021",19,"dom","Em casa","Sport Recife","4-2-3-1","E",3,8,5.9,1.1,-0.0653160809778456,0.0123484848484849,-0.9,-0.146666666666667,-5,1.6,-0.2,4.2,0.800000000000001,0.5,-6,-5,-1,-0.1,0.05,"4-2-3-1"
"65","Atl Paranaense","2021",21,"sáb","Em casa","Juventude","3--4-3","V",-4,1,6.9,0.700000000000001,-0.0686313627606198,-0.0499391246295271,-0.7,0.106666666666667,0,5,-0.3,7.1,0.5,0.9,-3,-5,-0.9,-0.05,-0.05,"4-2-3-1"
"66","Atl Paranaense","2021",22,"dom","Em casa","Grêmio","3--4-3","V",-2,2,5.5,0.9,-0.0534965959965961,-0.0213826913826914,-0.1,0.0323809523809524,-3,-1.9,0.3,7.9,-0.799999999999999,0.200000000000001,-3,-4,-0.3,0,0,"4-2-3-1"
"67","Atl Paranaense","2021",25,"sáb","Em casa","Bahia","3--4-3","D",-1,-1,6.5,2.7,-0.161213184963185,-0.052988862988863,-1.2,-0.0950000000000001,0,0,0.2,4.4,-2.7,0.5,1,0,-0.8,-0.05,0,"4-2-3-1"
"68","Atl Paranaense","2021",27,"dom","Em casa","Fluminense","3--4-3","D",-1,4,3,3.5,-0.103020985006279,-0.0610810485810486,0.6,-0.0302380952380952,-1,7,-0.3,9.4,1.4,-1.9,-6,-5,0.2,0.05,0.1,"4-2-3-1"
"69","Atl Paranaense","2021",29,"sáb","Em casa","Santos","3--4-3","D",3,7,1.59999999999999,3.4,-0.0359621713569082,-0.0188238613238613,0.899999999999999,-0.121904761904762,-3,4.5,-0.1,5.6,2.8,0.899999999999999,-3,-4,-0.4,0.05,0.1,"3--4-3"
"70","Atl Paranaense","2021",31,"qua","Em casa","Ceará","3--4-3","V",2,5,4.5,-3.2,-0.0982075783992261,0.0199118514335905,0.300000000000001,0.0232142857142856,-1,2.8,-0.2,0.800000000000001,2.9,-1,-1,-3,-1,-0.3,0.1,"4-2-3-1"
"71","Atl Paranaense","2021",33,"ter","Em casa","Atlético Mineiro","3--5-2","D",-11,2,-5.4,-4.4,-0.00949147601624389,-0.066705500381971,0.6,0.16,2,3.1,-0.2,-2.5,1.8,-0.199999999999999,-12,-13,1.2,-0.1,0.1,"4-2-2-2"
"72","Atl Paranaense","2021",35,"sex","Em casa","Cuiabá","3--4-3","V",1,3,4,-0.6,0.131856893106893,0.013713924963925,-0.4,-0.0927777777777776,-2,2.2,-1.1,-2,1.3,1,-1,-2,-0.7,-0.2,0.1,"4-1-4-1"
"73","Atl Paranaense","2021",37,"seg","Em casa","Palmeiras","3--4-3","E",-11,-1,0.399999999999999,-3.9,0.0859914517886654,-0.103152680652681,-0.2,-0.0488095238095237,1,-3.4,-0.8,-5.9,0.4,0.300000000000001,-6,-10,-0.2,0,0,"3--4-3"
"74","Atlético Mineiro","2019",14,"sáb","Em casa","Fluminense","4-2-3-1","V",3,-6,-10.5,0.799999999999999,0.0448928673242175,-0.000190336403151067,0,0.0113888888888889,2,-0.6,0.4,-3.4,-1,0.4,9,9,-3.3,-0.075,0,"4-1-4-1"
"75","Atlético Mineiro","2019",25,"dom","Em casa","Grêmio","4-2-3-1","D",-17,12,-4.4,3.9,-0.130796314796315,-0.189914973914974,1,-0.157619047619047,-4,2.5,0.2,6.5,-0.5,0.100000000000001,-19,-29,1.2,0.025,0,"4-2-3-1"
"76","Atlético Mineiro","2019",27,"dom","Em casa","Santos","4-1-4-1","V",3,10,-9.1,2.2,0.0293873319662793,0.0262981696665907,1.6,0.00571428571428567,-3,1,-0.7,2.6,-3.1,-1.4,-7,-7,-0.2,-0.05,-0.1,"4--3-3"
"77","Atlético Mineiro","2019",29,"qua","Em casa","Chapecoense","4-1-4-1","D",3,7,1.7,4.3,-0.0768332252542778,-0.0680709057024846,-0.5,0.0207142857142856,0,1.8,0.5,5.4,-0.799999999999999,0.300000000000001,1,-4,0.6,0.05,0,"4-1-4-1"
"78","Atlético Mineiro","2019",31,"qua","Em casa","Goiás","4-1-4-1","V",0,2,2.5,1.6,0.0472705193357367,0.00467486619660533,-1.7,-0.203246753246753,-2,5.3,0.2,-1.6,-0.800000000000001,-0.5,-3,-2,0.9,0.05,0,"4-2-3-1"
"79","Atlético Mineiro","2020",10,"dom","Em casa","Bragantino","3--5-2","V",4,-5,12.9,2.6,0.105291270286646,0.020945630636641,-0.6,0.0633333333333335,4,0.1,1.4,0.399999999999999,-1.4,0.0999999999999996,11,9,-1.6,0.05,0,"5--4-1"
"80","Atlético Mineiro","2020",12,"sáb","Em casa","Grêmio","4-2-3-1","V",7,3,5.5,1.4,0.0472325373174269,0.0347167132056776,1.5,0.0233333333333334,0,3.5,1.2,0.199999999999999,2.5,-1.6,6,4,-1.9,-0.025,0,"4-2-3-1"
"81","Atlético Mineiro","2020",13,"dom","Em casa","Vasco da Gama","4-1-4-1","V",6,0,13.8,9.3,-0.060767240682351,-0.0539895805006161,0.4,-0.0292063492063492,-1,7.2,0.9,9.5,1.1,-1.3,6,6,-2.1,0.025,0,"4-2-3-1"
"82","Atlético Mineiro","2020",15,"sáb","Em casa","Goiás","4-1-4-1","V",8,-10,18.4,8.1,-0.0144426283099052,-0.00309630301049066,-2.1,0.08,2,1.2,1.2,7.6,0.200000000000001,-0.100000000000001,16,18,-2.5,0.025,-0.0833333333333333,"4-2-3-1"
"83","Atlético Mineiro","2020",16,"qua","Em casa","Fluminense","4-1-4-1","E",7,0,9.7,4.4,0.0679991842634863,-0.000167579687030517,0.4,-0.0408333333333334,1,5.8,1.2,5.1,-0.299999999999999,-0.5,7,7,-0.4,-0.0666666666666667,0,"4--3-3"
"84","Atlético Mineiro","2020",18,"sáb","Em casa","Sport Recife","4-2-3-1","E",10,-1,21.3,10,0.0815056794882479,0.0011880194781662,-2.2,-0.206782106782107,-1,6.7,1.2,13.9,-1.6,-0.799999999999999,6,11,-0.6,-0.191666666666667,-0.02,"5--4-1"
"85","Atlético Mineiro","2020",20,"dom","Em casa","Flamengo","3--4-3","V",1,-2,-0.600000000000001,2.7,-0.0741679109613838,-0.0276961973708214,-0.199999999999999,-0.0877380952380952,2,4.3,0.5,4.3,-2.3,-2.1,-1,3,-1.3,0.075,-0.025,"4-1-4-1"
"86","Atlético Mineiro","2020",23,"qua","Em casa","Botafogo (RJ)","3-2-4-1","V",6,-5,12.3,4,0.0141024424977514,0.0189651078009202,-0.7,-0.221089743589744,2,1.3,0,7.3,0.0999999999999996,-0.199999999999999,7,11,-1.4,0.0333333333333333,0,"4-2-3-1"
"87","Atlético Mineiro","2020",24,"dom","Em casa","Internacional","3-1-4-2","E",1,-2,9.8,3.8,-0.0470210260044019,0.00281259802998934,0.2,0.059404761904762,1,-0.7,-0.6,4.1,-1.4,-2.7,3,3,-1.9,0.0333333333333333,-0.05,"4-1-4-1"
"88","Atlético Mineiro","2020",27,"sáb","Em casa","Coritiba","4-1-4-1","V",8,-3,14.6,4.9,0.0461176601176601,0.0473366355866356,-1,-0.174801587301587,2,2.8,0.6,5.4,0.300000000000001,-3.5,13,11,1,0.05,0,"4-2-3-1"
"89","Atlético Mineiro","2020",28,"ter","Em casa","Santos","4-2-3-1","V",3,-3,6.3,3.9,-0.10317931483721,-0.0070951825951826,0.4,0.0446428571428571,3,1.2,0.1,0.199999999999999,-1.9,-0.700000000000001,8,6,1.1,0,0,"4-1-4-1"
"90","Atlético Mineiro","2020",30,"dom","Em casa","Atl Goianiense","4--3-3","V",9,2,13.7,4.2,0.0233614981509718,0.0490507913139492,-0.2,-0.126190476190476,0,-3.1,-0.5,-1.7,0.699999999999999,-0.0999999999999996,8,7,0.5,0,-0.05,"4-2-3-1"
"91","Atlético Mineiro","2020",33,"dom","Em casa","Fortaleza","4-2-3-1","V",12,-1,12.1,3.6,0.110671573696341,0.0710835624643674,0.3,-0.0476190476190476,0,-2.1,-0.0999999999999999,4.8,2.1,1,12,13,-2,-0.05,-0.025,"5--4-1"
"92","Atlético Mineiro","2020",36,"sáb","Em casa","Bahia","3--4-3","E",5,-4,19.6,4.6,-0.121471630536646,5.51056270870487e-05,-1.7,-0.0438888888888889,1,-1.2,0.4,11.3,-0.6,-0.899999999999999,6,9,-1.6,0.15,0,"5--3-2"
"93","Atlético Mineiro","2020",38,"qui","Em casa","Palmeiras","4--4-2","V",7,0,9.99999999999999,4.6,0.0168835155212865,0.0193340810376414,-1.3,-0.177142857142857,1,-2.6,-0.7,6.7,2.4,0.4,6,7,-1,0.15,-0.05,"4-1-3-2"
"94","Atlético Mineiro","2021",10,"qua","Em casa","Flamengo","3-1-4-2","V",-1,-3,-7.9,-4.6,-0.0952717750086171,0.0289451192082771,-0.8,-0.106428571428572,1,-0.8,0.6,-7,0,-2.3,5,2,0.4,0.1,0,"4--4-2"
"95","Atlético Mineiro","2021",13,"dom","Em casa","Bahia","4-2-3-1","V",4,-10,4.2,-0.699999999999999,0.0551480829112408,0.0541114806246386,-1.2,-0.00138888888888888,1,2.4,1.1,-6.5,0,2.4,9,14,-0.3,-0.0166666666666667,0,"4--3-3"
"96","Atlético Mineiro","2021",14,"dom","Em casa","Atl Paranaense","4-2-3-1","V",1,-7,8.9,-0.199999999999999,0.0722601959444064,0.0182547350310508,-0.7,0.0407936507936507,4,3.1,0.9,1.2,1.2,1.1,8,8,0,0.0583333333333333,-0.05,"4-2-3-1"
