"","equipe","ano","rodada","dia","local","oponente","formacao","resultado","gp","gc","posse","totalchutes","%chgol","g_ch","cagc","%defesas","cleansheets","dif_faltas","impedimentos","cruzamentos","cortes","roubadas","pts","saldo_gols","cardscore","%gols_pen","%gols_contra","id_rodada","id_opp","opp_formacao","opp_gp","opp_gc","opp_posse","opp_totalchutes","opp_%chgol","opp_g_ch","opp_cagc","opp_%defesas","opp_cleansheets","opp_dif_faltas","opp_impedimentos","opp_cruzamentos","opp_cortes","opp_roubadas","opp_pts","opp_saldo_gols","opp_cardscore","opp_%gols_pen","%opp_gols_contra"
"11","América (MG)","2021",32,"sáb","Em casa","Grêmio","4-1-4-1","V",16,10,49.6,15.2,0.291069703243616,0.117253853232114,5.1,0.798095238095238,3,-0.9,1.5,17.9,9.9,10,20,6,2,0.183333333333333,0,"América (MG)_2021_32","Grêmio_2021_32","4-2-3-1",9,17,54.5,11.4,0.41967365967366,0.0766305916305916,4.7,0.6725,1,0.6,0.8,15.4,13.3,10.6,7,-8,2.9,0,0
"12","América (MG)","2021",33,"qua","Em casa","Atl Goianiense","4-1-4-1","E",14,10,50.7,16.6,0.28623878536922,0.0950316310098919,4.9,0.798095238095238,3,-2,1.5,19.1,10,9.6,18,4,1.9,0.183333333333333,0,"América (MG)_2021_33","Atl Goianiense_2021_33","4-2-3-1",5,11,50.8,10.6,0.367701187701188,0.0549145299145299,3.4,0.888333333333333,3,1.2,1.3,20.1,10.3,7.9,10,-6,2.6,0,0
"13","América (MG)","2021",35,"ter","Em casa","Chapecoense","4-2-3-1","V",14,10,50.9,16.1,0.307784679089027,0.090667701863354,4.4,0.913095238095238,4,-2.5,1.4,17,10,10,17,4,1.8,0.166666666666667,0,"América (MG)_2021_35","Chapecoense_2021_35","4-2-3-1",5,19,42.6,10.9,0.338257575757576,0.0417857142857143,4.9,0.661349206349206,1,3.6,1,16.5,10,8.6,3,-14,3,0,0.0833333333333333
"14","América (MG)","2021",38,"qui","Em casa","São Paulo","4-2-3-1","V",14,8,49.4,17,0.27913645596712,0.0863863253451354,3.8,0.943095238095238,4,-2.3,1.1,15.7,11.6,10.1,18,6,1.9,0.116666666666667,0,"América (MG)_2021_38","São Paulo_2021_38","3-4-1-2",9,12,53.9,12.3,0.341319900859375,0.0893606393606394,3.4,0.499404761904762,0,0.4,1.5,23.5,12,5.1,14,-3,3.3,0,0
"15","Atl Goianiense","2020",11,"sáb","Em casa","Atlético Mineiro","4-2-3-1","D",12,15,47.3,12.7,0.358607764784235,0.0942681338269574,3.7,0.647142857142857,2,1.7,1.4,21,14.7,8.6,12,-3,2.5,0,0,"Atl Goianiense_2020_11","Atlético Mineiro_2020_11","4--3-3",17,14,60.4,18.2,0.382775882860772,0.106242964731929,4.3,0.698333333333333,3,1.5,2.7,22.2,11.6,9.2,18,3,1.7,0.075,0
"16","Atl Goianiense","2020",12,"dom","Em casa","Botafogo (RJ)","4-2-3-1","E",10,16,49.1,12.4,0.324761610938082,0.0811912107500343,3.8,0.647142857142857,1,2.6,1.4,21.7,14.6,8.6,10,-6,2.6,0,0,"Atl Goianiense_2020_12","Botafogo (RJ)_2020_12","3--4-3",9,11,42.2,13,0.333478183581125,0.072253663003663,4.3,0.785555555555556,3,-0.7,1.1,20.8,12.3,7.8,10,-2,2,0.2,0
"17","Atl Goianiense","2020",15,"dom","Em casa","Bragantino","4-2-3-1","V",11,14,49.3,13.6,0.338969403145874,0.0801003016591252,4.7,0.748809523809524,2,3.7,1.1,22.1,13.3,8.3,13,-3,2.2,0,0,"Atl Goianiense_2020_15","Bragantino_2020_15","4-2-3-1",10,16,41.8,13.8,0.259497607655502,0.0647076023391813,4.8,0.636666666666667,1,3.7,1.3,17.3,12.2,11.6,7,-6,3.3,0,0
"18","Atl Goianiense","2020",17,"sáb","Em casa","Atl Paranaense","4-2-3-1","E",12,12,46,12.5,0.313584249084249,0.095051282051282,4.7,0.797142857142857,3,2.3,1.1,19.4,13.2,7.6,16,0,3.1,0,0,"Atl Goianiense_2020_17","Atl Paranaense_2020_17","4--3-3",6,10,55.7,13.5,0.316780286706757,0.0448877919466155,3.7,0.793333333333333,3,5.9,2.1,19.6,12.3,8.9,9,-4,2.6,0,0
"19","Atl Goianiense","2020",18,"dom","Em casa","Palmeiras","4-2-3-1","D",11,14,46.8,13.7,0.313584249084249,0.0825512820512821,4.9,0.772142857142857,3,1.9,1.1,19.6,11.7,7.6,15,-3,3.1,0,0,"Atl Goianiense_2020_18","Palmeiras_2020_18","4-2-3-1",13,14,53,16.6,0.320151338313103,0.0801746809835045,4.5,0.710714285714286,2,0.1,1.9,22.2,12.2,10.4,12,-1,4,0.05,0
"20","Atl Goianiense","2020",20,"sáb","Em casa","Corinthians","4-2-3-1","E",9,15,48.9,14.1,0.302119047619048,0.0655,4.5,0.692142857142857,2,-0.3,1.1,22.3,11.7,8.4,10,-6,3.5,0,0,"Atl Goianiense_2020_20","Corinthians_2020_20","4-2-3-1",11,13,47.4,11.9,0.345659121580174,0.105268985400564,4.2,0.669166666666667,3,2.2,1.4,20.1,13.5,10,15,-2,3.9,0.1,0.05
"21","Atl Goianiense","2020",23,"sáb","Em casa","Internacional","4-2-3-1","E",7,11,46.4,14,0.276880952380952,0.0538333333333333,4,0.763333333333333,3,-1.5,1.6,20.3,11.3,8.4,13,-4,3.2,0,0,"Atl Goianiense_2020_23","Internacional_2020_23","4-1-3-2",16,13,52.3,12.1,0.436933311786253,0.132362637362637,3.5,0.546428571428571,3,2.7,1.9,19.9,12.8,12.4,15,3,4.2,0.05,0
"22","Atl Goianiense","2020",24,"seg","Em casa","Goiás","4-2-3-1","D",7,9,48.3,13.7,0.261880952380952,0.0538333333333333,3.3,0.746666666666667,3,-1.3,1.8,22.9,12,9.2,13,-2,3.3,0,0,"Atl Goianiense_2020_24","Goiás_2020_24","5--3-2",6,11,42.3,9.6,0.363248462064251,0.0660207336523126,5.4,0.766111111111111,3,1.5,1.5,16.2,11,9.7,10,-5,3.2,0,0
"23","Atl Goianiense","2020",26,"qua","Em casa","Fluminense","4-2-3-1","V",8,10,48.8,12.9,0.305842490842491,0.0653846153846154,3,0.683333333333333,2,-1.1,1.8,23.6,10.8,9.4,13,-2,3.3,0.1,0,"Atl Goianiense_2020_26","Fluminense_2020_26","4-1-4-1",13,11,55.4,11.9,0.366140857193489,0.127896255790993,3.3,0.685,2,-1.7,1.6,19.2,12.1,10.8,15,2,2.7,0,0.05
"24","Atl Goianiense","2020",28,"qui","Em casa","Vasco da Gama","4-2-3-1","E",8,8,49.3,11.4,0.34473137973138,0.0681623931623932,3.1,0.735,3,0.6,2,25.2,10.7,9.4,13,0,2.5,0.1,0.05,"Atl Goianiense_2020_28","Vasco da Gama_2020_28","4-1-4-1",7,15,45.5,10.6,0.358626373626374,0.0829304029304029,5.1,0.81,3,3.3,2,17.9,13.6,10,10,-8,2.9,0.1,0
"25","Atl Goianiense","2020",29,"dom","Em casa","Bahia","4-2-3-1","E",9,8,46.6,11.3,0.35517094017094,0.0758547008547008,3.4,0.81,3,1.4,2.3,24,10.7,10.1,14,1,2.3,0.1,0.05,"Atl Goianiense_2020_29","Bahia_2020_29","4-1-4-1",10,22,49.7,15,0.297000466853408,0.0609418767507003,5.2,0.570912698412698,1,1.9,1,23,9.5,9.6,7,-12,3.1,0.1,0
"26","Atl Goianiense","2020",32,"dom","Em casa","Fortaleza","4-2-3-1","V",12,10,48.8,11,0.333485958485959,0.108547008547009,3.8,0.856666666666667,3,1.3,2,23.6,9.5,8.7,15,2,2.4,0.15,0.05,"Atl Goianiense_2020_32","Fortaleza_2020_32","4-2-3-1",6,12,53.6,12.6,0.290718170718171,0.0543589743589744,3,0.654761904761905,4,2,2,18.9,9.5,8.1,7,-6,3.8,0.2,0.025
"27","Atl Goianiense","2020",33,"dom","Em casa","São Paulo","4-2-3-1","V",14,11,48.7,11.2,0.360758685758686,0.126728826728827,3.7,0.798333333333333,2,1.5,1.6,24.1,9.6,8.6,17,3,2.6,0.15,0.05,"Atl Goianiense_2020_33","São Paulo_2020_33","4--4-2",12,16,60.7,14.5,0.363546816100996,0.100163518971568,4,0.485238095238095,2,-0.5,1.7,25.1,11.6,7.3,11,-4,2.2,0,0
"28","Atl Goianiense","2020",35,"sáb","Em casa","Santos","4-2-3-1","E",13,12,43.8,10.4,0.348258685758686,0.12256216006216,4.3,0.870555555555556,2,1.2,1.2,20.1,10,8.3,15,1,3.1,0.2,0.05,"Atl Goianiense_2020_35","Santos_2020_35","4-2-3-1",12,15,52.3,13.8,0.394825890483785,0.0921464646464647,3.6,0.735,2,-2.9,1.6,21.7,12.1,9.6,12,-3,2.3,0.2,0
"29","Atl Goianiense","2020",38,"qui","Em casa","Coritiba","4-2-3-1","V",15,13,43.2,11.2,0.346160783660784,0.13293512043512,3.8,0.768888888888889,1,-0.8,1.4,18.9,10.2,8,15,2,2.6,0.15,0,"Atl Goianiense_2020_38","Coritiba_2020_38","5--4-1",9,15,45.7,10.5,0.300673076923077,0.0989957264957265,4,0.763809523809524,3,3.9,0.9,16.7,12.3,8.8,10,-6,4,0.1,0.0666666666666667
"30","Atl Goianiense","2021",10,"qua","Em casa","Sport Recife","4--3-3","E",9,10,46.9,9.5,0.30997557997558,0.100708180708181,4.1,0.831984126984127,5,1.8,1.3,15.8,9.7,7.9,14,-1,3.2,0,0,"Atl Goianiense_2021_10","Sport Recife_2021_10","4-2-3-1",5,9,43.9,9.3,0.236182983682984,0.0552020202020202,3.8,0.746666666666667,3,1,1.2,17.8,10.3,8.9,7,-4,2.7,0.05,0.05
"31","Atl Goianiense","2021",12,"dom","Em casa","Palmeiras","4-2-3-1","D",7,14,49.8,9.8,0.296050616050616,0.0767002442002442,4.4,0.769484126984127,3,1.6,1.1,16,9.7,7.3,9,-7,2.9,0,0.0333333333333333,"Atl Goianiense_2021_12","Palmeiras_2021_12","4-2-3-1",21,10,48.7,15.2,0.380804896857528,0.14005687295161,2.9,0.775,4,1.1,2.2,22,11.3,9.9,25,11,2.7,0,0
"32","Atl Goianiense","2021",14,"dom","Em casa","América (MG)","4-2-3-1","E",8,13,47.6,9.4,0.308749028749029,0.0941605616605616,4.3,0.778055555555556,3,1.4,1.4,12.9,9.5,7,12,-5,2.3,0.1,0.0333333333333333,"Atl Goianiense_2021_14","América (MG)_2021_14","3--4-3",11,15,44.9,13.4,0.337315462315462,0.0861645299145299,4.7,0.691666666666667,1,-0.4,2,22.5,14.1,9.8,10,-4,2.4,0.1,0
"33","Atl Goianiense","2021",17,"sáb","Em casa","Chapecoense","4--4-2","E",9,12,50.8,9.8,0.305931568431568,0.0959661172161172,4.6,0.852222222222222,3,-1.5,1.4,11.5,10.9,9,14,-3,2.5,0.2,0.0333333333333333,"Atl Goianiense_2021_17","Chapecoense_2021_17","4-2-3-1",8,17,42.5,10.5,0.350632145632146,0.0872630147630148,4.7,0.771428571428571,0,3.2,1.9,19.3,14,10.6,2,-9,2.8,0.15,0
"34","Atl Goianiense","2021",18,"dom","Em casa","Internacional","4--4-2","E",8,8,50.6,9.9,0.300574425574426,0.0816804029304029,4,0.896666666666667,4,-1.7,1.6,11.9,10.8,8.8,15,0,2.4,0.2,0.0333333333333333,"Atl Goianiense_2021_18","Internacional_2021_18","4-2-3-1",13,9,47,11.7,0.369228973640738,0.112479350714645,4.6,0.808888888888889,5,3,0.8,16.9,12,10.9,14,4,2.9,0.2,0
"35","Atl Goianiense","2021",20,"dom","Em casa","Corinthians","4--4-2","E",7,10,51.2,9.7,0.28525974025974,0.0730790043290043,4.2,0.851428571428571,3,-1.1,1.6,11.6,10.3,8.6,12,-3,2.5,0.2,0.0333333333333333,"Atl Goianiense_2021_20","Corinthians_2021_20","4--5-1",11,10,50,8.1,0.297546897546898,0.163059163059163,5.4,0.836904761904762,3,-4.6,0.7,13.6,12.2,8,15,1,1.4,0,0
"36","Atl Goianiense","2021",22,"dom","Em casa","Cuiabá","4-2-3-1","E",7,8,51,10.5,0.281282467532468,0.0696699134199134,3.9,0.848928571428571,4,-2.3,1.4,13.5,11.1,9.1,12,-1,2.4,0.2,0,"Atl Goianiense_2021_22","Cuiabá_2021_22","4--4-2",11,7,41.9,10.2,0.344504800754801,0.155420274170274,4,0.798333333333333,5,1.6,1.7,11.7,12.7,7.1,17,4,4.8,0.05,0
"37","Atl Goianiense","2021",24,"qua","Em casa","Atl Paranaense","4-2-3-1","D",8,9,52.4,11.2,0.327472943722944,0.0910984848484848,4,0.818928571428571,4,-2.1,1.4,17.1,10.6,9.4,11,-1,2.5,0.1,0,"Atl Goianiense_2021_24","Atl Paranaense_2021_24","3--4-3",10,14,49.2,13.8,0.258241943241943,0.0648316498316498,3.5,0.638095238095238,2,3.6,1,24.4,10.8,9.5,10,-4,2.3,0.05,0
"38","Atl Goianiense","2021",27,"dom","Em casa","Atlético Mineiro","4-2-3-1","V",7,9,49.4,10.2,0.384027777777778,0.0904040404040404,3.2,0.798095238095238,4,0,1.4,18.1,9.7,8.5,10,-2,2.3,0,0,"Atl Goianiense_2021_27","Atlético Mineiro_2021_27","4-2-3-1",18,8,58.1,15.9,0.322149100899101,0.122471694971695,2.9,0.586666666666667,4,1.6,1.3,19.2,9,10.2,21,10,2.1,0.15,0.1
"39","Atl Goianiense","2021",28,"seg","Em casa","Grêmio","4-2-3-1","V",9,9,48.8,10.2,0.396527777777778,0.11540404040404,3.5,0.798095238095238,4,0.5,1.3,17.7,10,7.9,12,0,2.5,0,0,"Atl Goianiense_2021_28","Grêmio_2021_28","4-2-3-1",12,16,50.1,12.7,0.392555777555778,0.0888802863802864,3.9,0.600833333333333,3,4.3,0.7,14.1,11.7,10.6,10,-4,3.8,0,0
"40","Atl Goianiense","2021",30,"ter","Em casa","Juventude","4-2-3-1","E",9,9,48.8,10.7,0.400304001554002,0.114005439005439,3.6,0.801666666666667,4,0.4,1.4,19.4,10.7,8.2,12,0,2.5,0,0,"Atl Goianiense_2021_30","Juventude_2021_30","4--4-2",11,14,47.4,12.6,0.332594627594628,0.136587301587302,4.3,0.648452380952381,3,-4.1,0.8,18.5,10.2,8.4,8,-3,2.9,0.2,0
"41","Atl Goianiense","2021",32,"sáb","Em casa","Santos","4-2-3-1","E",8,11,49.8,10.1,0.423761793761794,0.10491452991453,3.5,0.921666666666667,4,1.4,1.3,19,10.2,7.8,12,-3,2.7,0,0,"Atl Goianiense_2021_32","Santos_2021_32","3-4-1-2",8,8,44.7,11.4,0.374749417249417,0.0917074592074592,3.5,0.825,4,-2.8,1.3,15.9,9.7,8.5,15,0,3,0,0
"42","Atl Goianiense","2021",34,"sáb","Em casa","Ceará","4-2-3-1","E",6,10,50.7,9.9,0.372701187701188,0.0674145299145299,3.9,0.927222222222222,3,0.8,1.2,18.6,11.3,7.9,11,-4,2.6,0,0,"Atl Goianiense_2021_34","Ceará_2021_34","4-2-3-1",14,10,42.2,12.3,0.359219483161131,0.134453227931489,4.5,0.645833333333333,2,-1.2,1.1,16.2,10.6,10.3,16,4,2.5,0.25,0
"43","Atl Goianiense","2021",35,"seg","Em casa","Bahia","4-2-3-1","V",8,11,50.8,9.6,0.392019369519369,0.0924145299145299,4,0.927222222222222,2,1.1,1.2,17.7,10.9,7.8,13,-3,3.1,0.05,0,"Atl Goianiense_2021_35","Bahia_2021_35","4-2-3-1",7,9,47.6,12.1,0.419979775126834,0.0634803921568627,4,0.743333333333333,5,3.3,1.3,19,10.9,10.9,10,-2,2.8,0,0
"44","Atl Goianiense","2021",38,"qui","Em casa","Flamengo","4--3-3","V",9,10,51.3,11.2,0.346160783660784,0.0876165501165501,3.8,0.768888888888889,1,-0.8,1.4,18.9,10.2,8,16,-1,2.6,0.05,0,"Atl Goianiense_2021_38","Flamengo_2021_38","3--4-3",16,8,54.6,15.7,0.345752080736601,0.112024446142093,3.2,0.671666666666667,5,1.1,2.2,18.8,11.7,10.9,20,8,1.9,0.15,0
"45","Atl Paranaense","2019",10,"dom","Em casa","Internacional","4-2-3-1","V",14,12,58.6,15.8,0.392684508586043,0.0882924836601307,3.7,0.713333333333333,3,3.2,1.6,20.8,9.3,8.4,13,2,2.4,0.05,0,"Atl Paranaense_2019_10","Internacional_2019_10","4-2-3-1",13,9,54,14.9,0.372115465803546,0.0887215867208127,4.2,0.788333333333333,3,1.9,2.3,18.5,11.1,12.2,16,4,2.2,0,0
"46","Atl Paranaense","2020",10,"sáb","Em casa","Coritiba","4--4-2","V",10,9,59,13,0.283260129962916,0.0778189251409066,3.3,0.8,3,6.9,1.4,19.1,8.1,8.3,14,1,2.5,0,0.1,"Atl Paranaense_2020_10","Coritiba_2020_10","4-2-3-1",7,12,46.6,9.1,0.290955433455434,0.0704517704517705,4.1,0.764880952380952,2,-2.6,2.1,15.3,10,8.5,8,-5,4.2,0.183333333333333,0.0333333333333333
"47","Atl Paranaense","2020",12,"sáb","Em casa","Bahia","4--3-3","V",7,9,55.3,11.6,0.314515190691661,0.0596003016591252,3.6,0.833333333333333,3,8.6,1.5,18.8,10.5,8.8,11,-2,2.5,0,0.1,"Atl Paranaense_2020_12","Bahia_2020_12","4--4-2",11,19,48,13.3,0.359698879551821,0.0915277777777778,4.7,0.6375,0,-1.9,2.5,20.4,11.4,9.2,6,-8,2.7,0.05,0
"48","Atl Paranaense","2020",14,"qui","Em casa","Ceará","4--3-3","E",7,8,53.8,12.2,0.340689016865487,0.0609989030577266,3.7,0.883333333333333,4,7.8,1.9,18.1,12.2,8.7,12,-1,2.6,0,0.1,"Atl Paranaense_2020_14","Ceará_2020_14","4-2-3-1",12,11,44.1,12,0.378213613871509,0.101229501492659,5.4,0.761580086580087,5,1.6,2.5,18.1,11.8,9.9,14,1,4,0,0
"49","Atl Paranaense","2020",16,"qua","Em casa","Corinthians","4-2-3-1","D",6,10,55.2,12.9,0.327891397817868,0.0476655697243933,3.9,0.86,3,5.1,2.1,17.5,12.2,8.6,9,-4,2.3,0,0,"Atl Paranaense_2020_16","Corinthians_2020_16","4--3-3",11,13,53,11.9,0.360765068265068,0.0962359862359862,3.7,0.704047619047619,2,0.9,1.1,22.3,11,9.3,12,-2,4.9,0.05,0.05
"50","Atl Paranaense","2020",18,"dom","Em casa","Grêmio","4-2-3-1","D",7,11,55.4,12.4,0.311780286706757,0.0648877919466155,3.8,0.776666666666667,3,5.1,2,18.8,12.3,9.6,9,-4,2.8,0,0.05,"Atl Paranaense_2020_18","Grêmio_2020_18","4-2-3-1",14,11,48.1,12,0.326504051504051,0.123745698745699,2.9,0.683333333333333,2,-3.2,1.2,16.7,11.1,10.2,16,3,4.7,0.1,0
"51","Atl Paranaense","2020",20,"sáb","Em casa","Fortaleza","4-2-3-1","V",7,12,57.2,13,0.319371323121323,0.0585292485292485,3.9,0.71,2,3.6,2,21,13.3,9.3,8,-5,2.6,0,0.05,"Atl Paranaense_2020_20","Fortaleza_2020_20","4--4-2",8,7,48.5,11.3,0.289839294692236,0.0854304029304029,3.8,0.88,5,-3.2,1.4,15.7,9.8,8.2,13,1,3,0,0
"52","Atl Paranaense","2020",22,"sáb","Em casa","Santos","4--4-2","V",8,11,58.6,14.1,0.309371323121323,0.0647792485292485,3.6,0.676666666666667,3,2.9,1.9,22.9,12.2,9.1,11,-3,2.2,0,0.05,"Atl Paranaense_2020_22","Santos_2020_22","4-2-3-1",15,12,48.5,8.6,0.411212121212121,0.182348484848485,4.3,0.645833333333333,1,2,1.2,16.9,13.2,9.8,17,3,3.1,0.183333333333333,0
"53","Atl Paranaense","2020",25,"sáb","Em casa","Atlético Mineiro","4--3-3","D",7,13,54,12.7,0.335557979602097,0.0690216727716728,4,0.6925,2,3.9,2,21.2,11.5,8.5,10,-6,2.7,0,0.05,"Atl Paranaense_2020_25","Atlético Mineiro_2020_25","4-2-3-1",15,13,59.6,14.9,0.351602009102009,0.126222666222666,4,0.539166666666667,3,0.2,1.7,24.2,11,9.2,16,2,2.8,0.05,0
"54","Atl Paranaense","2020",27,"dom","Em casa","Vasco da Gama","4--4-2","V",10,11,50.2,11.3,0.315419090713208,0.107216117216117,4.4,0.789166666666667,4,3.8,2.4,17.3,11.6,8.8,15,-1,2.4,0,0.05,"Atl Paranaense_2020_27","Vasco da Gama_2020_27","4-2-3-1",8,17,46.3,10.8,0.365685197155785,0.0888127558715794,5.3,0.76,2,3.3,1.9,18.5,12.2,10.8,9,-9,2.8,0.1,0
"55","Atl Paranaense","2020",30,"dom","Em casa","São Paulo","4-2-3-1","E",10,8,45.4,9.4,0.371014328808446,0.115192307692308,4.7,0.8725,6,3.3,1.8,12.8,11,8.8,17,2,2.3,0,0,"Atl Paranaense_2020_30","São Paulo_2020_30","4--4-2",16,12,59.5,14.4,0.4024069884364,0.139146556058321,4.1,0.566666666666667,2,-1.1,2.1,25.3,11.6,7.3,17,4,2.6,0,0
"56","Atl Paranaense","2020",32,"dom","Em casa","Flamengo","4-1-4-1","V",10,10,44.2,8.8,0.379639037433155,0.119431818181818,4.8,0.7975,4,3.8,2.2,12.5,12,8.4,14,0,2.4,0,0,"Atl Paranaense_2020_32","Flamengo_2020_32","4--4-2",20,12,59.9,14.9,0.332073211875843,0.144072681704261,4.1,0.661666666666667,4,-1,1.3,18,13.5,10,19,8,2.7,0.05,0
"57","Atl Paranaense","2020",34,"qui","Em casa","Internacional","4--4-2","E",11,4,49.3,10.3,0.363590086384204,0.117613636363636,3.3,0.855,6,3.5,2.3,14.3,11,9,18,7,1.9,0,0,"Atl Paranaense_2020_34","Internacional_2020_34","4-1-4-1",22,7,40.8,12,0.34375386996904,0.17641382868937,3.3,0.646666666666667,5,1.5,0.8,17,13.2,6.6,28,15,2.1,0.15,0
"58","Atl Paranaense","2020",36,"dom","Em casa","Atl Goianiense","4-2-3-1","V",15,7,53.6,10.2,0.405011655011655,0.142613636363636,3.9,0.796666666666667,5,1.5,1.7,15.6,10.1,9.2,19,8,1.5,0,0,"Atl Paranaense_2020_36","Atl Goianiense_2020_36","4-2-3-1",12,13,43.9,10.2,0.346160783660784,0.116268453768454,4.4,0.853888888888889,2,0.5,1.5,20.2,10.7,8.3,12,-1,3.1,0.15,0.05
"59","Atl Paranaense","2020",38,"qui","Em casa","Sport Recife","4-2-2-2","V",12,8,54.7,10.4,0.374456099456099,0.109974747474747,3.2,0.766666666666667,4,0.7,2,15.7,8.7,9.1,16,4,2.4,0,0,"Atl Paranaense_2020_38","Sport Recife_2020_38","5--4-1",7,14,41.6,10.3,0.255868079289132,0.0713199665831245,6.1,0.764393939393939,3,-0.1,1.4,18.9,14.8,5.5,10,-7,2.9,0.15,0.133333333333333
