"","equipe","ano","rodada","dia","local","oponente","formacao","resultado","gp","gc","posse","totalchutes","%chgol","g_ch","cagc","%defesas","cleansheets","dif_faltas","impedimentos","cruzamentos","cortes","roubadas","pts","saldo_gols","cardscore","%gols_pen","%gols_contra","opp_formacao"
"1","América (MG)","2021",7,"dom","Em casa","Internacional","4-1-4-1","E",-5,-3,-5.14285714285715,1.71428571428572,-0.0827878470735612,-0.0835564435564435,-0.428571428571429,0.138888888888889,0,-6.42857142857143,0.428571428571429,-0.714285714285715,2.14285714285714,0.142857142857142,-6,-2,-4.14285714285714,-0.214285714285714,-0.0285714285714286,"4--3-3"
"2","América (MG)","2021",9,"sáb","Em casa","Santos","4-2-2-2","V",3,4,-20.2857142857143,-1.28571428571428,-0.00742194313622879,0.00666000666000666,2,0.0833333333333334,-2,4.14285714285714,0.857142857142857,-4.85714285714286,0.428571428571429,1.71428571428571,0,-1,0.142857142857143,0.142857142857143,0,"4-2-3-1"
"3","América (MG)","2021",11,"sáb","Em casa","Atlético Mineiro","3-4-1-2","D",-1,5,-11.5714285714286,-0.714285714285714,0.0121973890770883,-0.0134935553168636,1,-0.00714285714285712,-1,-0.857142857142857,0.285714285714286,5.57142857142857,-0.428571428571429,2.28571428571429,-5,-6,0.285714285714286,0.142857142857143,0,"4--3-3"
"4","América (MG)","2021",12,"seg","Em casa","Sport Recife","3-4-1-2","D",4,5,0.571428571428577,2.42857142857143,0.0671203796203796,0.0394882894882895,0.857142857142857,-0.118253968253968,-2,-2.57142857142857,0.571428571428571,6.28571428571428,2.85714285714286,1,2,-1,0.571428571428571,0,-0.0714285714285714,"4-2-3-1"
"5","América (MG)","2021",15,"dom","Em casa","Fluminense","4-2-3-1","V",1,3,-6.57142857142858,2.57142857142857,-0.0690644672787529,0.0152333777333777,1.71428571428571,0.00850340136054417,0,-0.285714285714286,0.285714285714286,3.14285714285714,7.28571428571429,-0.714285714285715,0,-2,-0.142857142857143,0,-0.285714285714286,"4-2-3-1"
"6","América (MG)","2021",17,"seg","Em casa","Bragantino","4-2-3-1","D",-4,0,-0.571428571428569,4.14285714285714,-1.26857269714953e-05,-0.078553391053391,-0.714285714285714,-0.0952380952380952,-2,0.571428571428571,0.285714285714286,10,1.71428571428571,-2.14285714285714,-3,-4,-0.714285714285714,0,0,"4-2-3-1"
"7","América (MG)","2021",18,"dom","Em casa","Ceará","4-2-3-1","V",0,-1,3.57142857142857,2.42857142857143,0.0327664399092971,-0.0145825874209333,0.285714285714286,0.144047619047619,-1,-1.14285714285714,0.428571428571428,9.57142857142857,0,-2.71428571428571,0,1,-0.285714285714286,0,0,"4-2-3-1"
"8","América (MG)","2021",20,"sáb","Em casa","Atl Paranaense","3-4-1-2","V",5,-6,-1.71428571428571,5.14285714285714,0.0891248684481767,0.0294976709450394,-0.428571428571429,0.209523809523809,3,-1.71428571428571,1.28571428571429,-1.42857142857143,-1.42857142857143,-2.57142857142857,11,11,-1,0,0,"4--4-2"
"9","América (MG)","2021",22,"dom","Em casa","Flamengo","4-2-3-1","E",-6,1,-9.71428571428572,1.71428571428572,-0.111921419632273,-0.0708034771821957,0.571428571428572,0.00595238095238093,0,0.857142857142857,1.14285714285714,6.71428571428572,-2.85714285714286,0.714285714285714,-4,-7,-1.57142857142857,-0.0357142857142857,0,"4--3-3"
"10","América (MG)","2021",24,"qua","Em casa","Palmeiras","4-2-3-1","V",0,-7,-7.14285714285715,3.42857142857143,-0.0766381383862587,-0.0178058852870883,-0.428571428571429,0.232142857142857,3,1.57142857142857,0.142857142857143,-1,-3.57142857142857,-1.28571428571429,5,7,-1.28571428571429,0.0714285714285714,0,"3--4-3"
