"","equipe","ano","rodada","dia","local","oponente","formacao","resultado","gp","gc","posse","totalchutes","%chgol","g_ch","cagc","%defesas","cleansheets","dif_faltas","impedimentos","cruzamentos","cortes","roubadas","pts","saldo_gols","cardscore","%gols_pen","%gols_contra","opp_formacao"
"28","Atl Goianiense","2020",26,"qua","Em casa","Fluminense","4-2-3-1","V",-2,-2,-7.2,0.4,-0.0484208384208384,-0.0585958485958486,-1,0.133333333333333,1,2.8,1.4,6.2,-2.8,-0.4,2,0,-1,0.2,0,"4-1-4-1"
"29","Atl Goianiense","2020",28,"qui","Em casa","Vasco da Gama","4-2-3-1","E",3,-3,9.2,-0.6,-0.0319658119658119,0.0263247863247863,-1.8,-0.146666666666667,-1,-1.4,0.2,10.6,-2.2,0.799999999999999,2,6,0.2,0.2,0.1,"4-1-4-1"
"30","Atl Goianiense","2020",29,"dom","Em casa","Bahia","4-2-3-1","E",0,-7,-2.59999999999999,-5.6,0.105785391079509,0.0298256482080012,-1.4,0.192222222222222,1,-1.4,0.4,4,-1.4,-1.2,7,7,-1.4,0.2,0.1,"4-1-4-1"
"31","Atl Goianiense","2020",32,"dom","Em casa","Fortaleza","4-2-3-1","V",3,-2,-10.4,-1.6,0.147408147408147,0.0507692307692308,2,0.336666666666667,0,-0.8,-0.8,1,1.2,0.199999999999999,4,5,-1,-0.1,-0.05,"4-2-3-1"
"32","Atl Goianiense","2020",33,"dom","Em casa","São Paulo","4-2-3-1","V",5,-4,-20.4,-4,0.0670230354440881,0.100817895554738,0.2,0.452857142857143,1,1.6,-0.6,-7.4,-0.6,2.2,8,9,1.2,0.1,0,"4--4-2"
"33","Atl Goianiense","2020",35,"sáb","Em casa","Santos","4-2-3-1","E",0,-5,-10.4,-4.4,-0.0386652236652237,0.0354040404040404,0.4,0.371111111111111,0,0.8,-1.4,-5.8,-3,-1.6,5,5,0.8,-0.1,0,"4-2-3-1"
"34","Atl Goianiense","2020",38,"qui","Em casa","Coritiba","4-2-3-1","V",3,-3,-6.59999999999999,0.4,0.0542443667443668,0.0277972027972028,-1,-0.0865079365079364,-1,-3.8,-0.2,-3.4,-2,1,2,6,-2.4,0.2,-0.133333333333333,"5--4-1"
"35","Atl Goianiense","2021",6,"qua","Em casa","Fluminense","4-2-3-1","V",0,0,4.59999999999999,1.4,-0.240555555555556,-0.015,-1,0.0895238095238096,1,-1,-1.4,-0.399999999999999,-2,-1.2,-1,0,2.2,-0.1,0,"4-2-3-1"
"36","Atl Goianiense","2021",7,"seg","Em casa","Bragantino","4-2-3-1","D",-8,-1,-0.199999999999996,-4.2,-0.155674603174603,-0.112936507936508,-0.8,0.0139682539682541,1,3,-0.4,-3,-3.2,-5.6,-9,-7,1.6,0,0,"4-2-3-1"
"37","Atl Goianiense","2021",10,"qua","Em casa","Sport Recife","4--3-3","E",2,2,3.8,0.399999999999999,0.113433788433788,0.0457742257742258,1.2,-0.00555555555555554,0,-0.4,-0.2,-1.8,-0.800000000000001,0,4,0,0.4,0,-0.1,"4-2-3-1"
"38","Atl Goianiense","2021",12,"dom","Em casa","Palmeiras","4-2-3-1","D",-7,6,9,-5.2,-0.0383749583749584,-0.058980463980464,3.2,-0.0305555555555556,-2,0.8,-0.2,-2.8,-0.800000000000001,-1.4,-10,-13,-0.4,0,0.0666666666666667,"4-2-3-1"
"39","Atl Goianiense","2021",14,"dom","Em casa","América (MG)","4-2-3-1","E",2,-2,-2.8,-5.4,0.0283494283494283,0.0739163614163614,-0.4,0.201666666666667,1,3.6,0,-15.8,-6.2,-3.2,4,4,1.6,0.2,0.0666666666666667,"3--4-3"
"40","Atl Goianiense","2021",17,"sáb","Em casa","Chapecoense","4--4-2","E",2,-3,4.8,-0.399999999999999,-0.0873809523809523,0.0246428571428571,1.4,0.0683333333333331,2,-5.8,-0.6,-9.6,-2,0.199999999999999,7,5,0,0.2,0,"4-2-3-1"
"41","Atl Goianiense","2021",18,"dom","Em casa","Internacional","4--4-2","E",-6,-1,10.2,-1.6,-0.126431085254615,-0.0923121812827695,-0.2,0.115,-1,-4.6,0,-4.2,-0.6,-2.2,-2,-5,-0.4,0.2,0,"4-2-3-1"
"42","Atl Goianiense","2021",20,"dom","Em casa","Corinthians","4--4-2","E",-3,2,-2.4,3.4,0.0254978354978355,-0.123214285714286,-0.399999999999999,-0.0702380952380953,-1,2.2,1.2,-0.4,-2.2,3.4,-5,-5,1,0.2,0,"4--5-1"
"43","Atl Goianiense","2021",22,"dom","Em casa","Cuiabá","4-2-3-1","E",-4,1,9.2,3,-0.0652489177489178,-0.182683982683983,-0.8,-0.0838095238095238,0,-3.6,0.6,8,-1.6,1.2,-6,-5,-4.2,-0.1,0,"4--4-2"
"44","Atl Goianiense","2021",24,"qua","Em casa","Atl Paranaense","4-2-3-1","D",-3,-3,4.4,-2.4,0.153768638768639,0.0382154882154882,-1.2,0.0438095238095237,1,-6,0.6,-0.600000000000001,-0.6,-0.4,-4,0,0.4,-0.1,0,"3--4-3"
"45","Atl Goianiense","2021",27,"dom","Em casa","Atlético Mineiro","4-2-3-1","V",-5,-2,-12.6,-5.6,0.149765512265512,-0.00250360750360751,-1,0.22,1,0.2,-0.6,-2.2,0.6,-2,-3,-3,1.4,-0.133333333333333,0,"4-2-3-1"
"46","Atl Goianiense","2021",28,"seg","Em casa","Grêmio","4-2-3-1","V",-1,-4,-2.59999999999999,-3.6,0.0269658119658119,0.0315873015873016,-1.6,0.271666666666667,2,-4.6,0.4,3.2,-1.4,-2.6,3,3,-1,0,0,"4-2-3-1"
"47","Atl Goianiense","2021",30,"ter","Em casa","Juventude","4-2-3-1","E",1,-2,-2.4,-4.8,0.129145299145299,0.00649572649572649,-0.6,0.194047619047619,-1,6.8,0.8,-2.4,1.2,0,4,3,0.4,0,0,"4--4-2"
"48","Atl Goianiense","2021",32,"sáb","Em casa","Santos","4-2-3-1","E",0,3,10.4,-2.8,-0.00606227106227103,0.00705128205128206,0.600000000000001,0.31,1,5.2,0.2,2.4,0.4,-1,-2,-3,0.4,0,0,"3-4-1-2"
"49","Atl Goianiense","2021",34,"sáb","Em casa","Ceará","4-2-3-1","E",-7,2,10,0.6,0.0383977133977134,-0.151282051282051,0.8,0.321111111111111,0,2,-0.4,8.2,1,-3.6,-6,-9,0.8,-0.5,0,"4-2-3-1"
"50","Atl Goianiense","2021",35,"seg","Em casa","Bahia","4-2-3-1","V",0,-3,4.4,-0.4,-0.102705627705628,0.00833333333333333,-0.2,0.304444444444444,-2,-1.4,-0.4,-1.6,-3.8,-3.2,5,3,0.8,0.1,0,"4-2-3-1"
"51","Atl Goianiense","2021",38,"qui","Em casa","Flamengo","4--3-3","V",3,-3,-1.59999999999999,-4.2,0.0162952613262211,0.0944143111790171,0.8,-0.0988888888888889,-1,-5.6,-1.2,-3.2,0.4,-4.6,6,6,0.4,-0.2,0,"3--4-3"
"52","Atl Paranaense","2019",5,"dom","Em casa","Corinthians","4--4-2","D",1,2,9.4,8.2,0.0616422537394404,-0.0964171122994652,0.8,-0.26,-2,8.2,1.6,7.8,0.4,-4,-1,-1,-0.6,0,0,"4-2-3-1"
"53","Atl Paranaense","2019",7,"dom","Em casa","Fluminense","4-2-3-1","V",-4,-6,0.799999999999997,0.399999999999999,-0.0384845901469942,-0.034811348781937,-0.8,0.0942857142857143,2,0.2,0.6,0.199999999999999,2.4,2.4,1,2,-2.8,-0.04,0,"4--3-3"
"54","Atl Paranaense","2019",10,"dom","Em casa","Internacional","4-2-3-1","V",1,2,7,-0.199999999999999,0.0185911972444481,0.00396205531654448,0,0.0533333333333332,0,0.8,-2,4.2,-3.2,-4.6,-1,-1,0.6,0.1,0,"4-2-3-1"
"55","Atl Paranaense","2020",5,"sáb","Em casa","Fluminense","4--3-3","D",0,1,19.4,3,-0.180390019337388,-0.0331975626712469,0.4,0.25,0,11.8,-0.8,8.2,-6,-2.2,-1,-1,-0.2,-0.2,0.2,"4-2-3-1"
"56","Atl Paranaense","2020",7,"qua","Em casa","Bragantino","4-2-3-1","E",-1,-3,8.4,-2.8,0.0986985563456152,0.0050729009552539,-0.2,0.0566666666666666,1,10,-0.2,-2.4,-4.6,0.6,0,2,-1.6,0,0.2,"4-2-3-1"
"57","Atl Paranaense","2020",9,"qua","Em casa","Botafogo (RJ)","4-1-4-1","E",0,-2,15,2.6,0.0742663219133807,-0.00757595345830639,-0.2,-0.0266666666666666,0,13.4,0,0.200000000000003,-1.4,0.600000000000001,1,2,0.4,-0.2,0.2,"3--4-3"
"58","Atl Paranaense","2020",10,"sáb","Em casa","Coritiba","4--4-2","V",1,-2,2.6,2.6,0.084414996767938,0.0268929110105581,0,0.1,0,16.2,1,-1.2,-2.2,-0.800000000000001,3,3,-1.4,-0.266666666666667,-0.0666666666666667,"4-2-3-1"
"59","Atl Paranaense","2020",12,"sáb","Em casa","Bahia","4--3-3","V",-1,-6,3.6,-2.4,-0.0042318465847877,-0.0139617898441428,-1.4,0.32,2,9.4,-1,-6.6,0.799999999999999,0,6,5,-1.6,-0.1,0,"4--4-2"
"60","Atl Paranaense","2020",14,"qui","Em casa","Ceará","4--3-3","E",-4,-4,4.2,-2.6,-0.0845146958304853,-0.0636400441663599,-2.2,0.182395382395382,1,4.6,-0.8,-2.6,1.8,-0.800000000000001,2,0,0.6,0,0,"4-2-3-1"
"61","Atl Paranaense","2020",16,"qua","Em casa","Corinthians","4-2-3-1","D",0,2,0.799999999999997,1,0.00497585747585749,-0.00386946386946387,1,0.07,0,2.6,0.8,-5.2,0.4,-0.6,-1,-2,-1.6,0,-0.1,"4--3-3"
"62","Atl Paranaense","2020",18,"dom","Em casa","Grêmio","4-2-3-1","D",-5,1,17.6,3.2,-0.010544733044733,-0.0946464646464646,1.4,-0.113333333333333,0,6.4,0.4,7.2,-0.399999999999999,-0.6,-8,-6,-1.6,0,0.1,"4-2-3-1"
"63","Atl Paranaense","2020",20,"sáb","Em casa","Fortaleza","4-2-3-1","V",0,1,11.8,4,0.0268650793650793,-0.0115079365079365,-1.4,-0.343333333333333,-2,6.8,0.6,11.2,1.8,-1,0,-1,0,0,0.1,"4--4-2"
"64","Atl Paranaense","2020",22,"sáb","Em casa","Santos","4--4-2","V",-2,-2,12.2,5.6,-0.174652014652015,-0.0897344322344322,-2.4,-0.00833333333333341,1,-0.2,0.2,6.8,-1.4,-0.800000000000001,2,0,-1.6,0,0.1,"4-2-3-1"
"65","Atl Paranaense","2020",25,"sáb","Em casa","Atlético Mineiro","4--3-3","D",-6,1,-13.2,-1.6,0.00256090314913854,-0.0796522921522922,1.4,0.365,1,5.2,-0.8,-2.8,-0.199999999999999,-0.4,-5,-7,-0.8,-0.1,0,"4-2-3-1"
"66","Atl Paranaense","2020",27,"dom","Em casa","Vasco da Gama","4--4-2","V",2,-5,-6.2,-1.8,-0.0460482654600302,0.0521153846153846,0,0.165,1,1.6,1.6,-7.2,0.399999999999999,-0.4,2,7,0.8,-0.2,0,"4-2-3-1"
"67","Atl Paranaense","2020",30,"dom","Em casa","São Paulo","4-2-3-1","E",-1,-6,-12.4,-6.6,0.0430744092508799,0.0216503267973856,0.199999999999999,0.306666666666667,3,4.2,-1,-10,-0.6,1,4,5,-0.6,0,0,"4--4-2"
"68","Atl Paranaense","2020",32,"dom","Em casa","Flamengo","4-1-4-1","V",-2,-3,-15.2,-7.4,0.0524344953292322,0.00750398724082935,-0.4,0.18,0,6.2,-0.2,-5.6,-3,-0.399999999999999,2,1,0,0,0,"4--4-2"
"69","Atl Paranaense","2020",34,"qui","Em casa","Internacional","4--4-2","E",-8,-2,15.8,-1.6,0.0491822367518962,-0.0917670513181349,-1.6,0.09,1,-4.8,1.4,-0.600000000000001,-2,3.2,-5,-6,0.2,-0.2,0,"4-1-4-1"
"70","Atl Paranaense","2020",36,"dom","Em casa","Atl Goianiense","4-2-3-1","V",3,-1,15.2,2,0.097036297036297,0.036038961038961,0,-0.194444444444444,1,2.4,1.2,-0.800000000000001,-1.2,2.2,4,4,-1.4,-0.3,0,"4-2-3-1"
"71","Atl Paranaense","2020",38,"qui","Em casa","Sport Recife","4-2-2-2","V",2,-1,20.6,2.8,0.17495115995116,0.000634920634920655,-2.4,-0.0121212121212122,0,-1.4,1.8,1.4,-6.2,4,1,3,0.6,-0.3,-0.0666666666666667,"5--4-1"
"72","Atl Paranaense","2021",5,"dom","Em casa","Atl Goianiense","5--4-1","V",4,-1,2.40000000000001,4,0.0734054834054834,0.0320923520923521,-0.6,0.00714285714285712,0,1.4,0.2,5.2,1,-1,6,5,-1.6,0,0,"4-2-3-1"
"73","Atl Paranaense","2021",7,"dom","Em casa","Chapecoense","5--4-1","E",3,1,4.59999999999999,3.6,-0.0193889443889444,0.0235764235764236,-0.8,0.0161904761904761,-1,-5.4,-0.6,-1.6,-5.6,-1.4,4,2,1.8,-0.2,0,"3--4-3"
"74","Atl Paranaense","2021",9,"sáb","Em casa","Fortaleza","4-2-3-1","V",5,0,-7.8,-2.6,0.0411111111111111,0.10239898989899,-0.2,-0.137142857142857,-1,2.8,-1.2,-2.2,-1.8,-2.2,5,5,-0.2,0.05,0,"3--4-3"
"75","Atl Paranaense","2021",11,"sáb","Em casa","Bragantino","4-2-3-1","E",5,4,-5.2,3,0.0699378399378399,0.0613131313131313,1.4,-0.124444444444444,-2,5.8,0.4,-8.4,-1.4,-2.4,-1,1,-0.8,0.05,0.1,"4-2-3-1"
"76","Atl Paranaense","2021",13,"dom","Em casa","Internacional","4-2-3-1","V",4,2,-0.399999999999999,2,-0.0618825618825618,0.0394855144855145,-0.2,-0.0422222222222223,-2,-1.8,0.8,-1.8,0.200000000000001,-3.2,2,2,-0.2,-0.4,0.1,"4-1-4-1"
"77","Atl Paranaense","2021",15,"sáb","Em casa","São Paulo","4-2-3-1","D",1,1,-4.4,-0.199999999999999,-0.07489898989899,0.00707070707070706,-1.6,-0.122222222222222,-2,-0.6,-1.6,-2.6,4,1.4,-3,0,-2.6,-0.1,-0.04,"4-2-3-1"
"78","Atl Paranaense","2021",17,"dom","Em casa","Corinthians","4-2-3-1","D",-4,2,0.799999999999997,4.4,-0.163542568542568,-0.183239538239538,-3.6,-0.219047619047619,-2,6.2,0.2,8,1.6,1.2,-7,-6,2.6,0,0,"4-2-3-1"
"79","Atl Paranaense","2021",19,"dom","Em casa","Sport Recife","4-2-3-1","E",2,3,9,0.6,-0.0914907478142772,0.0315151515151515,-2,-0.293333333333333,-2,3,0.4,10,0.4,2.8,-2,-1,-2,0,0,"4-2-3-1"
"80","Atl Paranaense","2021",21,"sáb","Em casa","Juventude","3--4-3","V",-2,-1,3.8,1,-0.0731540564125703,-0.0415166108974158,-0.2,0.09,1,8,0,6.6,-0.6,1.2,1,-1,-0.6,-0.1,-0.1,"4-2-3-1"
"81","Atl Paranaense","2021",22,"dom","Em casa","Grêmio","3--4-3","V",1,0,10.2,2.6,-0.085037925037925,-0.00690679690679689,1.8,0.16952380952381,-2,-2.2,0.4,11.2,-3.2,-0.6,1,1,-2.4,0.1,0,"4-2-3-1"
"82","Atl Paranaense","2021",25,"sáb","Em casa","Bahia","3--4-3","D",3,1,6.8,5.6,-0.150883190883191,-0.0492877492877493,-1.6,-0.17,0,3.6,0.8,4.6,-3.2,0.799999999999999,4,2,-0.6,-0.1,0,"4-2-3-1"
"83","Atl Paranaense","2021",27,"dom","Em casa","Fluminense","3--4-3","D",2,2,-3,1.8,0.00191858794799971,0.0142857142857143,0.6,-0.02,-1,5.8,-0.2,7.4,5.6,-4.2,0,0,1,0,0.2,"4-2-3-1"
"84","Atl Paranaense","2021",29,"sáb","Em casa","Santos","3--4-3","D",-2,3,10.2,3.2,-0.0548992673992674,-0.0660989010989011,0.6,-0.0699999999999998,-1,4.4,-0.4,6.8,3.2,1.4,-6,-5,-1.4,0,0.2,"3--4-3"
"85","Atl Paranaense","2021",31,"qua","Em casa","Ceará","3--4-3","V",-1,2,7.4,-5.4,-0.0247520976353928,0.00760869565217391,-0.600000000000001,0.05,0,1.2,0,-1.2,2.6,-3.2,-2,-3,-0.6,-0.4,0.2,"4-2-3-1"
"86","Atl Paranaense","2021",33,"ter","Em casa","Atlético Mineiro","3--5-2","D",-3,2,-3.2,-7.2,0.00114691809738249,-0.0140819964349376,-0.4,0.183333333333333,1,1.8,0.4,-11.2,-2.2,-0.800000000000001,-6,-5,0.6,-0.0666666666666667,0,"4-2-2-2"
"87","Atl Paranaense","2021",35,"sex","Em casa","Cuiabá","3--4-3","V",1,0,2.2,-0.6,0.149904262404262,0.0142135642135642,0.2,-0.0299999999999999,-1,2.6,-0.6,-5,2.6,1,2,1,-2.2,-0.2,0,"4-1-4-1"
"88","Atl Paranaense","2021",37,"seg","Em casa","Palmeiras","3--4-3","E",-4,-4,1.59999999999999,-4,0.0665283581227854,-0.0561538461538462,1,-0.0333333333333333,1,-5.4,0.2,-5.6,-0.8,2,0,0,1.2,0,0,"3--4-3"
"89","Atlético Mineiro","2019",9,"qui","Em casa","São Paulo","4-2-3-1","E",6,3,1.4,5,0.167788137788138,0.055053095053095,1,-0.296666666666667,-1,-1.2,-0.6,-2.8,0.6,-1.6,3,3,-1.4,0.05,0,"4-2-3-1"
"90","Atlético Mineiro","2019",11,"dom","Em casa","Fortaleza","4-2-3-1","E",4,1,18.2,9.6,-0.0522994354573302,-0.0049021543758386,-2,-0.40952380952381,0,0.4,0.8,2,-3.8,-0.200000000000001,1,3,-2.4,0.05,-0.3,"4-2-3-1"
"91","Atlético Mineiro","2019",13,"dom","Em casa","Cruzeiro","4-2-3-1","V",6,-2,6.6,6.8,0.051907653749759,0.0601002506265664,-0.4,0.00666666666666682,0,1.2,-1,-4,-5.4,2.2,7,8,-0.2,0.1,0,"4-2-3-1"
"92","Atlético Mineiro","2019",14,"sáb","Em casa","Fluminense","4-2-3-1","V",2,-4,-14,0.199999999999999,0.00252984239254256,-0.00334363576926508,-1.8,0.0977777777777777,2,2.4,0.8,-5.4,-1.4,-0.800000000000001,7,6,-3,0.1,0,"4-1-4-1"
"93","Atlético Mineiro","2019",22,"dom","Em casa","Ceará","4-1-4-1","V",2,4,15.2,2,-0.0349786422578185,-0.00826984126984126,1.2,0.0933333333333334,-2,-1,-0.8,5,1.2,3.8,0,-2,1,-0.2,-0.1,"4-2-3-1"
"94","Atlético Mineiro","2019",25,"dom","Em casa","Grêmio","4-2-3-1","D",-7,6,-13.6,1.4,-0.091021201021201,-0.121668331668332,0.600000000000001,-0.328571428571429,-1,4.8,-0.8,1.8,-2.8,0.799999999999999,-6,-13,2,0.05,0,"4-2-3-1"
"95","Atlético Mineiro","2019",27,"dom","Em casa","Santos","4-1-4-1","V",2,7,-20.8,0.799999999999999,0.0666810966810966,0.0554834054834055,2.4,0.0680952380952381,-2,3.8,-1.4,-1.2,-1.2,-2.2,-5,-5,2,0.2,0,"4--3-3"
"96","Atlético Mineiro","2019",29,"qua","Em casa","Chapecoense","4-1-4-1","D",-1,5,8.8,3.6,-0.0607660176081228,-0.0252760105391684,-2.2,-0.0366666666666667,0,2.4,1.2,2.8,0.199999999999999,-2.4,-2,-6,1.2,0.1,0,"4-1-4-1"
"97","Atlético Mineiro","2019",31,"qua","Em casa","Goiás","4-1-4-1","V",-1,-4,4,0.800000000000001,0.00950496363539843,-0.00240351436003609,-4,-0.0436363636363637,1,5.8,1.2,0.399999999999999,-2.6,-1.2,2,3,0.4,-0.1,0,"4-2-3-1"
"98","Atlético Mineiro","2020",6,"qua","Em casa","Atl Paranaense","4-2-3-1","D",1,1,3.8,8,0.0741810311929157,-0.0135753776500805,-0.2,-0.08,0,-7.8,1.6,4.4,5.4,0.4,0,0,-1.8,0.1,-0.2,"4--4-2"
"99","Atlético Mineiro","2020",7,"qui","Em casa","São Paulo","4-2-3-1","V",1,-2,8.2,3,-0.049078341013825,0.0121708936225065,0,-0.00499999999999989,1,1.6,0.4,0.599999999999998,6,1,-1,3,-1.4,-0.1,0,"4-2-3-1"
"100","Atlético Mineiro","2020",10,"dom","Em casa","Bragantino","3--5-2","V",3,-3,18.4,4.4,0.106375028480292,0.034703425229741,-0.6,0.0400000000000001,2,-1.8,1.6,5.2,0.399999999999999,0,7,6,-1,0,0,"5--4-1"
