"","equipe","ano","rodada","dia","local","oponente","formacao","resultado","gp","gc","posse","totalchutes","%chgol","g_ch","cagc","%defesas","cleansheets","dif_faltas","impedimentos","cruzamentos","cortes","roubadas","pts","saldo_gols","cardscore","%gols_pen","%gols_contra","id_rodada","id_opp","opp_formacao","opp_gp","opp_gc","opp_posse","opp_totalchutes","opp_%chgol","opp_g_ch","opp_cagc","opp_%defesas","opp_cleansheets","opp_dif_faltas","opp_impedimentos","opp_cruzamentos","opp_cortes","opp_roubadas","opp_pts","opp_saldo_gols","opp_cardscore","opp_%gols_pen","%opp_gols_contra"
"12","América (MG)","2021",27,"sáb","Em casa","Bahia","4-2-3-1","E",6,5,51,14.2,0.235555555555556,0.0992592592592592,4.4,0.82,2,0.4,1.4,20.2,8.8,10.2,8,1,2,0.1,0,"América (MG)_2021_27","Bahia_2021_27","4-1-4-1",4,4,44.2,10.8,0.446003016591252,0.132051282051282,4.8,0.91,3,5.2,1,18.8,9.4,11.8,6,0,3.6,0.2,0
"13","América (MG)","2021",29,"sáb","Em casa","Fortaleza","4-1-3-2","V",6,5,48.8,14.8,0.257536231884058,0.0823913043478261,5.4,0.831428571428571,2,-1.4,1.6,18.8,8.6,11.4,8,1,1.6,0.2,0,"América (MG)_2021_29","Fortaleza_2021_29","3-4-1-2",7,6,51.8,14.6,0.294583194583195,0.0874791874791875,3.4,0.447619047619048,2,-2.2,2.2,17.6,11.6,6.6,9,1,2.6,0.1,0
"14","América (MG)","2021",32,"sáb","Em casa","Grêmio","4-1-4-1","V",10,5,48.2,16.2,0.346583850931677,0.135248447204969,5.8,0.776190476190476,1,-2.2,1.6,15.6,11,9.8,12,5,2,0.266666666666667,0,"América (MG)_2021_32","Grêmio_2021_32","4-2-3-1",3,9,54,10.2,0.392424242424242,0.0654040404040404,4.6,0.876666666666667,1,-3.6,0.6,14.6,15.4,9.4,3,-6,1.6,0,0
"15","América (MG)","2021",33,"qua","Em casa","Atl Goianiense","4-1-4-1","E",8,5,49.6,17.6,0.331366459627329,0.110248447204969,4.8,0.776190476190476,1,-3.4,1.4,16.4,11,8.4,10,3,1.8,0.166666666666667,0,"América (MG)_2021_33","Atl Goianiense_2021_33","4-2-3-1",1,7,51.4,11.6,0.35014985014985,0.0153846153846154,3.8,0.943333333333333,1,1.4,1.4,21.4,10,7.6,3,-6,2.6,0,0
"16","América (MG)","2021",35,"ter","Em casa","Chapecoense","4-2-3-1","V",9,5,52.6,16.2,0.348033126293996,0.118944099378882,3,0.983333333333333,2,-1.2,0.8,17.2,10.4,9.4,10,4,2.2,0.133333333333333,0,"América (MG)_2021_35","Chapecoense_2021_35","4-2-3-1",1,10,48.2,10.8,0.33047619047619,0.02,4.4,0.623809523809524,1,1.6,0.4,16.8,9.4,6.4,1,-9,1.8,0,0.0666666666666667
"17","América (MG)","2021",38,"qui","Em casa","São Paulo","4-2-3-1","V",6,3,49.2,16.4,0.22690645230691,0.0625242034853019,2.8,1.11,3,-1.2,0.8,15,12.2,11.8,8,3,2,0.0666666666666667,0,"América (MG)_2021_38","São Paulo_2021_38","3-4-1-2",5,6,57,9,0.399512987012987,0.122077922077922,3.2,0.508333333333333,0,1,1,18.2,13.4,4.8,7,-1,5.2,0,0
"18","Atl Goianiense","2020",6,"dom","Em casa","Ceará","4-2-3-1","D",4,8,46,12.4,0.337562437562438,0.0643356643356643,3.6,0.57,1,-1.4,1.8,20.8,14.4,8,4,-4,3.6,0,0,"Atl Goianiense_2020_6","Ceará_2020_6","4-2-3-1",5,6,44.6,14.6,0.276103896103896,0.0812121212121212,5.4,0.775,2,5,1.4,18.8,12.2,12.4,7,-1,2.6,0,0
"19","Atl Goianiense","2020",8,"dom","Em casa","Grêmio","4-2-3-1","E",2,9,53.8,12.6,0.242436974789916,0.0367647058823529,3.4,0.47,0,0.8,1.6,22,15.2,10.4,2,-7,2.4,0,0,"Atl Goianiense_2020_8","Grêmio_2020_8","4-2-3-1",5,5,56.4,16.8,0.297875457875458,0.0758608058608059,2,0.7,1,-1.8,1.6,21,10.2,12.2,6,0,3.4,0,0
"20","Atl Goianiense","2020",11,"sáb","Em casa","Atlético Mineiro","4-2-3-1","D",8,7,48.6,13,0.379653092006033,0.12420060331825,3.8,0.724285714285714,1,4.8,1,21.2,15,9.2,8,1,1.4,0,0,"Atl Goianiense_2020_11","Atlético Mineiro_2020_11","4--3-3",11,7,56.4,16,0.427067669172932,0.149624060150376,4.8,0.71,2,3.2,3.2,18.8,10.4,8.8,12,4,2.2,0.05,0
"21","Atl Goianiense","2020",12,"dom","Em casa","Botafogo (RJ)","4-2-3-1","E",8,7,47.8,11.6,0.384358974358974,0.132435897435897,3.8,0.774285714285714,1,5.2,1.2,21.4,15.6,7.4,8,1,1.6,0,0,"Atl Goianiense_2020_12","Botafogo (RJ)_2020_12","3--4-3",6,7,43.8,14.8,0.330653846153846,0.0759358974358974,4.4,0.693333333333333,1,-0.8,0.8,24,12.4,8.6,4,-1,2,0.4,0
"22","Atl Goianiense","2020",15,"dom","Em casa","Bragantino","4-2-3-1","V",6,9,48,14.4,0.361142857142857,0.076,6,0.767619047619048,1,2.2,1.2,23.4,12.6,7.2,5,-3,2.2,0,0,"Atl Goianiense_2020_15","Bragantino_2020_15","4-2-3-1",6,7,44,14.4,0.272328548644338,0.0716374269005848,4.8,0.603333333333333,1,5,1.6,19.6,12.6,13.4,5,-1,3,0,0
"23","Atl Goianiense","2020",17,"sáb","Em casa","Atl Paranaense","4-2-3-1","E",4,5,44.2,13.4,0.242809523809524,0.0576666666666667,5.6,0.82,2,-0.6,1,17.4,10.8,7.8,8,-1,4.6,0,0,"Atl Goianiense_2020_17","Atl Paranaense_2020_17","4--3-3",3,7,57.2,14.8,0.326727994227994,0.0426262626262626,4.4,0.62,1,3.2,2,22.6,12.4,9.6,2,-4,3,0,0
"24","Atl Goianiense","2020",18,"dom","Em casa","Palmeiras","4-2-3-1","D",4,8,47.4,16,0.235666666666667,0.0576666666666667,5.4,0.71,1,-2.6,1,17,10.4,7.6,7,-4,4,0,0,"Atl Goianiense_2020_18","Palmeiras_2020_18","4-2-3-1",5,9,51.8,14.4,0.285833333333333,0.0725,5,0.666666666666667,1,0.4,2,24.4,11.8,9.4,3,-4,4.4,0,0
"25","Atl Goianiense","2020",20,"sáb","Em casa","Corinthians","4-2-3-1","E",3,6,49.8,13.8,0.243095238095238,0.055,3,0.616666666666667,1,-2.8,1,21.2,10.8,9.6,5,-3,4.8,0,0,"Atl Goianiense_2020_20","Corinthians_2020_20","4-2-3-1",6,7,41,11.4,0.387204024046129,0.120607900871059,5.6,0.568333333333333,2,3,1.8,18.8,14,9.6,10,-1,4.4,0.2,0
"26","Atl Goianiense","2020",23,"sáb","Em casa","Internacional","4-2-3-1","E",3,3,45.4,12,0.318095238095238,0.05,2.6,0.816666666666667,2,-0.4,2.2,23.6,12.2,9.2,6,0,2.4,0,0,"Atl Goianiense_2020_23","Internacional_2020_23","4-1-3-2",3,7,58.8,12.2,0.315460030165913,0.0487179487179487,3,0.342857142857143,1,-1.8,1.8,25,11.4,9.8,2,-4,5.6,0,0
"27","Atl Goianiense","2020",24,"seg","Em casa","Goiás","4-2-3-1","D",3,3,45,11.6,0.296666666666667,0.05,2.8,0.916666666666667,2,-0.6,3,24.4,13,9.6,6,0,2.2,0,0,"Atl Goianiense_2020_24","Goiás_2020_24","5--3-2",4,4,40.8,8.8,0.267424242424242,0.101515151515152,6.2,0.905555555555556,2,5.4,1.6,17,8.8,8.2,7,0,3.4,0,0
"28","Atl Goianiense","2020",26,"qua","Em casa","Fluminense","4-2-3-1","V",5,3,49.2,11.6,0.293589743589744,0.0807692307692308,2.4,0.783333333333333,2,1,2.6,24.4,10.6,9.6,10,2,2.2,0.2,0,"Atl Goianiense_2020_26","Fluminense_2020_26","4-1-4-1",7,5,56.4,11.2,0.342010582010582,0.139365079365079,3.4,0.65,1,-1.8,1.2,18.2,13.4,10,8,2,3.2,0,0
"29","Atl Goianiense","2020",28,"qui","Em casa","Vasco da Gama","4-2-3-1","E",5,5,53.2,10.8,0.371367521367521,0.0863247863247863,3.6,0.653333333333333,1,1.6,1.8,26.8,9.2,9.6,7,0,2.6,0.2,0.1,"Atl Goianiense_2020_28","Vasco da Gama_2020_28","4-1-4-1",2,8,44,11.4,0.403333333333333,0.06,5.4,0.8,2,3,1.6,16.2,11.4,8.8,5,-6,2.4,0,0
"30","Atl Goianiense","2020",29,"dom","Em casa","Bahia","4-2-3-1","E",6,5,48.2,11,0.413675213675214,0.101709401709402,4,0.703333333333333,1,3.4,1.6,23.6,8.4,10.6,8,1,2.4,0.2,0.1,"Atl Goianiense_2020_29","Bahia_2020_29","4-1-4-1",6,12,50.8,16.6,0.307889822595705,0.0718837535014006,5.4,0.511111111111111,0,4.8,1.2,19.6,9.8,11.8,1,-6,3.8,0,0
"31","Atl Goianiense","2020",32,"dom","Em casa","Fortaleza","4-2-3-1","V",7,5,44.8,11,0.395604395604396,0.130769230769231,4.4,1.01,2,1.2,1.6,19.4,11.4,7.6,8,2,2.6,0.1,0,"Atl Goianiense_2020_32","Fortaleza_2020_32","4-2-3-1",4,7,55.2,12.6,0.248196248196248,0.08,2.4,0.673333333333333,2,2,2.4,18.4,10.2,7.4,4,-3,3.6,0.2,0.05
"32","Atl Goianiense","2020",33,"dom","Em casa","São Paulo","4-2-3-1","V",9,6,44.2,11.6,0.35014985014985,0.167132867132867,3.8,0.943333333333333,1,1.4,1.4,21.4,10,7.6,10,3,2.6,0.1,0,"Atl Goianiense_2020_33","São Paulo_2020_33","4--4-2",4,10,64.6,15.6,0.283126814705762,0.0663149715781295,3.6,0.49047619047619,0,-0.2,2,28.8,10.6,5.4,2,-6,1.4,0,0
"33","Atl Goianiense","2020",35,"sáb","Em casa","Santos","4-2-3-1","E",8,5,43.4,9.6,0.336688311688312,0.161363636363636,4,1.07111111111111,1,-0.2,0.8,17.4,9.6,7.2,10,3,3.6,0.3,0,"Atl Goianiense_2020_35","Santos_2020_35","4-2-3-1",8,10,53.8,14,0.375353535353535,0.125959595959596,3.6,0.7,1,-1,2.2,23.2,12.6,8.8,5,-2,2.8,0.4,0
"34","Atl Goianiense","2020",38,"qui","Em casa","Coritiba","4-2-3-1","V",6,7,42.2,10.8,0.342171717171717,0.0987373737373737,3.8,0.594444444444444,0,-3,1.4,16.4,10.4,8.4,5,-1,2.6,0.2,0,"Atl Goianiense_2020_38","Coritiba_2020_38","5--4-1",3,10,48.8,10.4,0.28792735042735,0.0709401709401709,4.8,0.680952380952381,1,0.8,1.6,19.8,12.4,7.4,3,-7,5,0,0.133333333333333
"35","Atl Goianiense","2021",6,"qua","Em casa","Fluminense","4-2-3-1","V",5,4,47.8,9.2,0.282222222222222,0.108888888888889,3.2,0.80952380952381,3,2,0.4,18,9,6.8,7,1,4.2,0,0,"Atl Goianiense_2021_6","Fluminense_2021_6","4-2-3-1",5,4,43.2,7.8,0.522777777777778,0.123888888888889,4.2,0.72,2,3,1.8,18.4,11,8,8,1,2,0.1,0
"36","Atl Goianiense","2021",7,"seg","Em casa","Bragantino","4-2-3-1","D",3,5,48.6,9.8,0.226666666666667,0.0644444444444444,3.6,0.76952380952381,2,3.2,0.4,18.4,9.4,5.8,4,-2,3.8,0,0,"Atl Goianiense_2021_7","Bragantino_2021_7","4-2-3-1",11,6,48.8,14,0.38234126984127,0.177380952380952,4.4,0.755555555555556,1,0.2,0.8,21.4,12.6,11.4,13,5,2.2,0,0
"37","Atl Goianiense","2021",10,"qua","Em casa","Sport Recife","4--3-3","E",4,6,48,10.2,0.325030525030525,0.0861782661782662,4.6,0.804444444444444,2,3.2,1.2,16.8,11,8.2,7,-2,2.2,0,0,"Atl Goianiense_2021_10","Sport Recife_2021_10","4-2-3-1",2,4,44.2,9.8,0.211596736596737,0.0404040404040404,3.4,0.81,2,3.6,1.4,18.6,11.8,8.2,3,-2,1.8,0,0.1
"38","Atl Goianiense","2021",12,"dom","Em casa","Palmeiras","4-2-3-1","D",4,9,51,9.8,0.365434565434565,0.088956043956044,5.2,0.769444444444444,1,0,1.8,13.6,10,8.8,5,-5,2,0,0.0666666666666667,"Atl Goianiense_2021_12","Palmeiras_2021_12","4-2-3-1",11,3,42,15,0.403809523809524,0.147936507936508,2,0.8,3,-0.8,2,16.4,10.8,10.2,15,8,2.4,0,0
"39","Atl Goianiense","2021",14,"dom","Em casa","América (MG)","4-2-3-1","E",4,6,48.2,9.2,0.294005994005994,0.0975274725274725,4,0.818333333333333,1,1.4,1.4,10.6,8.8,5.8,6,-2,2.8,0.2,0.0666666666666667,"Atl Goianiense_2021_14","América (MG)_2021_14","3--4-3",2,8,51,14.6,0.265656565656566,0.0236111111111111,4.4,0.616666666666667,0,-2.2,1.4,26.4,15,9,2,-6,1.2,0,0
"40","Atl Goianiense","2021",17,"sáb","Em casa","Chapecoense","4--4-2","E",5,3,50.6,9.8,0.246428571428571,0.10297619047619,4,0.935,2,-3,1,9.4,11.8,9.2,9,2,3,0.4,0,"Atl Goianiense_2021_17","Chapecoense_2021_17","4-2-3-1",3,6,45.8,10.2,0.333809523809524,0.0783333333333333,2.6,0.866666666666667,0,2.8,1.6,19,13.8,9,2,-3,3,0.2,0
"41","Atl Goianiense","2021",18,"dom","Em casa","Internacional","4--4-2","E",4,3,55.8,10,0.264285714285714,0.0744047619047619,4.2,0.935,2,-2.2,1.2,12.4,12.8,10.4,7,1,2.8,0.2,0,"Atl Goianiense_2021_18","Internacional_2021_18","4-2-3-1",10,4,45.6,11.6,0.390716799540329,0.166716943187531,4.4,0.82,3,2.4,1.2,16.6,13.4,12.6,9,6,3.2,0,0
"42","Atl Goianiense","2021",20,"dom","Em casa","Corinthians","4--4-2","E",4,5,53.6,11.4,0.280909090909091,0.0640151515151515,4.2,0.817857142857143,1,-1.8,1.8,15,11,10.2,6,-1,2.6,0.2,0,"Atl Goianiense_2021_20","Corinthians_2021_20","4--5-1",7,3,56,8,0.255411255411255,0.187229437229437,4.6,0.888095238095238,2,-4,0.6,15.4,13.2,6.8,11,4,1.6,0,0
"43","Atl Goianiense","2021",22,"dom","Em casa","Cuiabá","4-2-3-1","E",2,5,51.4,11.2,0.316136363636364,0.0363636363636364,3.8,0.762857142857143,2,-1.6,1.8,17.6,10.4,9,3,-3,1.8,0,0,"Atl Goianiense_2021_22","Cuiabá_2021_22","4--4-2",6,4,42.2,8.2,0.381385281385281,0.219047619047619,4.6,0.846666666666667,2,2,1.2,9.6,12,7.8,9,2,6,0.1,0
"44","Atl Goianiense","2021",24,"qua","Em casa","Atl Paranaense","4-2-3-1","D",5,5,49.8,11.8,0.40780303030303,0.136363636363636,3.4,0.72,2,-1.8,1.4,20.2,9.4,8,5,0,2.8,0,0,"Atl Goianiense_2021_24","Atl Paranaense_2021_24","3--4-3",8,8,45.4,14.2,0.254034391534392,0.0981481481481481,4.6,0.676190476190476,1,4.2,0.8,20.8,10,8.4,9,0,2.4,0.1,0
"45","Atl Goianiense","2021",27,"dom","Em casa","Atlético Mineiro","4-2-3-1","V",5,4,47.4,9.2,0.451919191919192,0.144444444444444,2.6,0.833333333333333,2,1.6,1,18.6,9,8,7,1,2.8,0,0,"Atl Goianiense_2021_27","Atlético Mineiro_2021_27","4-2-3-1",10,6,60,14.8,0.30215367965368,0.146948051948052,3.6,0.613333333333333,1,1.4,1.6,20.8,8.4,10,10,4,1.4,0.133333333333333,0
"46","Atl Goianiense","2021",28,"seg","Em casa","Grêmio","4-2-3-1","V",4,4,50.2,9.6,0.385252525252525,0.0944444444444444,3,0.833333333333333,2,1,1.2,18.8,10.6,8.2,7,0,2.6,0,0,"Atl Goianiense_2021_28","Grêmio_2021_28","4-2-3-1",5,8,52.8,13.2,0.358286713286713,0.0628571428571429,4.6,0.561666666666667,0,5.6,0.8,15.6,12,10.8,4,-3,3.6,0,0
"47","Atl Goianiense","2021",30,"ter","Em casa","Juventude","4-2-3-1","E",5,5,48.6,9.6,0.447350427350427,0.10982905982906,4,0.783333333333333,1,2.4,1.6,18,12.2,8.4,7,0,2.6,0,0,"Atl Goianiense_2021_30","Juventude_2021_30","4--4-2",4,7,51,14.4,0.318205128205128,0.103333333333333,4.6,0.589285714285714,2,-4.4,0.8,20.4,11,8.4,3,-3,2.2,0,0
"48","Atl Goianiense","2021",32,"sáb","Em casa","Santos","4-2-3-1","E",3,7,52.2,11,0.395604395604396,0.0653846153846154,4.4,1.01,2,1.2,1.6,19.4,11.4,7.6,5,-4,2.6,0,0,"Atl Goianiense_2021_32","Santos_2021_32","3-4-1-2",3,4,41.8,13.8,0.401666666666667,0.0583333333333333,3.8,0.7,1,-4,1.4,17,11,8.6,7,-1,2.2,0,0
"49","Atl Goianiense","2021",34,"sáb","Em casa","Ceará","4-2-3-1","E",2,6,53.2,10.6,0.307842157842158,0.0403846153846154,4.8,0.971111111111111,1,-1,1,20,11.6,6.2,4,-4,2.8,0,0,"Atl Goianiense_2021_34","Ceará_2021_34","4-2-3-1",9,4,43.2,10,0.269444444444444,0.191666666666667,4,0.65,1,-3,1.4,11.8,10.6,9.8,10,5,2,0.5,0
"50","Atl Goianiense","2021",35,"seg","Em casa","Bahia","4-2-3-1","V",3,6,53,9.6,0.336688311688312,0.075,4,1.07111111111111,1,-0.2,0.8,17.4,9.6,7.2,6,-3,3.6,0.1,0,"Atl Goianiense_2021_35","Bahia_2021_35","4-2-3-1",3,9,48.6,10,0.439393939393939,0.0666666666666667,4.2,0.766666666666667,3,1.2,1.2,19,13.4,10.4,1,-6,2.8,0,0
"51","Atl Goianiense","2021",38,"qui","Em casa","Flamengo","4--3-3","V",8,3,51.2,10.8,0.342171717171717,0.159848484848485,3.8,0.594444444444444,0,-3,1.4,16.4,10.4,8.4,13,5,2.6,0.1,0,"Atl Goianiense_2021_38","Flamengo_2021_38","3--4-3",5,6,52.8,15,0.325876455845496,0.0654341736694678,3,0.693333333333333,1,2.6,2.6,19.6,10,13,7,-1,2.2,0.3,0
"52","Atl Paranaense","2019",5,"dom","Em casa","Corinthians","4--4-2","D",7,6,59,17.6,0.404066496163683,0.0828758169934641,4.2,0.64,1,2.8,2,21,9.8,8.6,7,1,2,0,0,"Atl Paranaense_2019_5","Corinthians_2019_5","4-2-3-1",6,4,49.6,9.4,0.342424242424242,0.179292929292929,3.4,0.9,3,-5.4,0.4,13.2,9.4,12.6,8,2,2.6,0,0
"53","Atl Paranaense","2019",7,"dom","Em casa","Fluminense","4-2-3-1","V",7,6,56,17.2,0.372399829497016,0.0937091503267974,3.2,0.626666666666667,2,3.8,1.8,20.4,11.2,10.2,7,1,2,0.1,0,"Atl Paranaense_2019_7","Fluminense_2019_7","4--3-3",11,12,55.2,16.8,0.41088441964401,0.128520499108734,4,0.532380952380952,0,3.6,1.2,20.2,8.8,7.8,6,-1,4.8,0.14,0
"54","Atl Paranaense","2019",10,"dom","Em casa","Internacional","4-2-3-1","V",7,6,58.2,14,0.381302521008403,0.0937091503267974,3.2,0.786666666666667,2,3.6,1.2,20.6,8.8,8.2,6,1,2.8,0.1,0,"Atl Paranaense_2019_10","Internacional_2019_10","4-2-3-1",6,4,51.2,14.2,0.362711323763955,0.0897470950102529,3.2,0.733333333333333,2,2.8,3.2,16.4,12,12.8,7,2,2.2,0,0
"55","Atl Paranaense","2020",5,"sáb","Em casa","Fluminense","4--3-3","D",5,6,64.8,13,0.221226142278774,0.0672064777327935,3.4,0.766666666666667,1,3.6,0.6,21.4,7,8,6,-1,3,0,0.2,"Atl Paranaense_2020_5","Fluminense_2020_5","4-2-3-1",5,5,45.4,10,0.401616161616162,0.10040404040404,3,0.516666666666667,1,-8.2,1.4,13.2,13,10.2,7,0,3.2,0.2,0
"56","Atl Paranaense","2020",7,"qua","Em casa","Bragantino","4-2-3-1","E",4,6,56.4,11,0.322197802197802,0.0720512820512821,4.2,0.7,1,8.6,0.8,21,8.8,9.4,4,-2,2.8,0,0.2,"Atl Paranaense_2020_7","Bragantino_2020_7","4-2-3-1",5,9,48,13.8,0.223499245852187,0.0669783810960282,4.4,0.643333333333333,0,-1.4,1,23.4,13.4,8.8,4,-4,4.4,0,0
"57","Atl Paranaense","2020",9,"qua","Em casa","Botafogo (RJ)","4-1-4-1","E",4,4,57.6,13.8,0.37672268907563,0.0684313725490196,3.6,0.766666666666667,1,10.4,1.8,19.6,10.4,8.8,5,0,2,0,0.2,"Atl Paranaense_2020_9","Botafogo (RJ)_2020_9","3--4-3",4,6,42.6,11.2,0.302456367162249,0.076007326007326,3.8,0.793333333333333,1,-3,1.8,19.4,11.8,8.2,4,-2,1.6,0.2,0
"58","Atl Paranaense","2020",10,"sáb","Em casa","Coritiba","4--4-2","V",5,3,53.2,13,0.345294117647059,0.0884313725490196,3.2,0.833333333333333,2,10.2,2.2,16.8,9.2,8.6,8,2,2,0,0,"Atl Paranaense_2020_10","Coritiba_2020_10","4-2-3-1",4,5,50.6,10.4,0.260879120879121,0.0615384615384615,3.2,0.733333333333333,2,-6,1.2,18,11.4,9.4,5,-1,3.4,0.266666666666667,0.0666666666666667
"59","Atl Paranaense","2020",12,"sáb","Em casa","Bahia","4--3-3","V",3,3,54.2,12.2,0.30683257918552,0.0471493212669683,3,0.966666666666667,2,8.6,2.2,16.6,12.2,8.2,7,0,2.2,0,0,"Atl Paranaense_2020_12","Bahia_2020_12","4--4-2",4,9,50.6,14.6,0.311064425770308,0.0611111111111111,4.4,0.646666666666667,0,-0.8,3.2,23.2,11.4,8.2,1,-5,3.8,0.1,0
"60","Atl Paranaense","2020",14,"qui","Em casa","Ceará","4--3-3","E",3,4,50,10.6,0.304655344655345,0.0535664335664336,3.8,1,3,5.2,2,16.6,14,8.6,7,-1,3.2,0,0,"Atl Paranaense_2020_14","Ceará_2020_14","4-2-3-1",7,8,45.8,13.2,0.38917004048583,0.117206477732794,6,0.817604617604618,2,0.6,2.8,19.2,12.2,9.4,5,-1,2.6,0,0
"61","Atl Paranaense","2020",16,"qua","Em casa","Corinthians","4-2-3-1","D",3,6,55.8,13.8,0.310488677988678,0.0468997668997669,4.6,0.92,2,2.6,2,17.8,13.4,9,4,-3,2.8,0,0,"Atl Paranaense_2020_16","Corinthians_2020_16","4--3-3",3,4,55,12.8,0.30551282051282,0.0507692307692308,3.6,0.85,2,0,1.2,23,13,9.6,5,-1,4.4,0,0.1
