"","equipe","ano","rodada","dia","local","oponente","formacao","resultado","gp","gc","posse","totalchutes","%chgol","g_ch","cagc","%defesas","cleansheets","dif_faltas","impedimentos","cruzamentos","cortes","roubadas","pts","saldo_gols","cardscore","%gols_pen","%gols_contra","id_rodada","id_opp","opp_formacao","opp_gp","opp_gc","opp_posse","opp_totalchutes","opp_%chgol","opp_g_ch","opp_cagc","opp_%defesas","opp_cleansheets","opp_dif_faltas","opp_impedimentos","opp_cruzamentos","opp_cortes","opp_roubadas","opp_pts","opp_saldo_gols","opp_cardscore","opp_%gols_pen","%opp_gols_contra"
"12","América (MG)","2021",22,"dom","Em casa","Flamengo","4-2-3-1","E",1,1,43,15,0.133333333333333,0.0666666666666667,5,0.8,0,-3,5,16,11,14,1,0,1,0,0,"América (MG)_2021_22","Flamengo_2021_22","4--3-3",1,1,57,9,0.555555555555556,0.111111111111111,2,0.5,0,3,2,18,11,5,1,0,1,0,0
"13","América (MG)","2021",24,"qua","Em casa","Palmeiras","4-2-3-1","V",2,1,61,27,0.222222222222222,0.0740740740740741,5,0.8,0,-1,1,30,8,8,3,1,2,0.5,0,"América (MG)_2021_24","Palmeiras_2021_24","3--4-3",1,2,39,14,0.357142857142857,0.0714285714285714,5,0.8,0,4,2,7,8,13,0,-1,3,0,0
"14","América (MG)","2021",27,"sáb","Em casa","Bahia","4-2-3-1","E",0,0,54,15,0.333333333333333,0,3,1,1,-10,3,24,7,6,1,0,1,0,0,"América (MG)_2021_27","Bahia_2021_27","4-1-4-1",0,0,46,13,0.230769230769231,0,5,1,1,10,2,18,2,16,1,0,2,0,0
"15","América (MG)","2021",29,"sáb","Em casa","Fortaleza","4-1-3-2","V",2,1,46,23,0.304347826086957,0.0869565217391304,7,0.857142857142857,0,-5,1,15,6,11,3,1,0,0.5,0,"América (MG)_2021_29","Fortaleza_2021_29","3-4-1-2",1,2,55,14,0.357142857142857,0.0714285714285714,3,0.666666666666667,1,5,3,13,10,7,0,-1,4,0,0
"16","América (MG)","2021",32,"sáb","Em casa","Grêmio","4-1-4-1","V",3,1,41,12,0.5,0.25,6,0.833333333333333,0,-2,1,15,18,10,3,2,3,0.333333333333333,0,"América (MG)_2021_32","Grêmio_2021_32","4-2-3-1",1,3,59,9,0.333333333333333,0.111111111111111,4,0.75,0,-4,1,11,14,14,0,-2,2,0,0
"17","América (MG)","2021",33,"qua","Em casa","Atl Goianiense","4-1-4-1","E",0,0,58,23,0.173913043478261,0,1,1,1,-4,2,22,8,4,1,0,1,0,0,"América (MG)_2021_33","Atl Goianiense_2021_33","4-2-3-1",0,0,42,11,0.272727272727273,0,3,0.666666666666667,0,4,1,24,9,5,1,0,3,0,0
"18","América (MG)","2021",35,"ter","Em casa","Chapecoense","4-2-3-1","V",3,0,53,23,0.304347826086957,0.130434782608696,1,2,1,-1,0,20,13,15,3,3,2,0.333333333333333,0,"América (MG)_2021_35","Chapecoense_2021_35","4-2-3-1",0,3,48,10,0.3,0,7,0.714285714285714,0,2,0,16,12,9,0,-3,2,0,0
"19","América (MG)","2021",38,"qui","Em casa","São Paulo","4-2-3-1","V",2,0,45,19,0.210526315789474,0.105263157894737,2,1,1,2,2,14,16,16,3,2,2,0,0,"América (MG)_2021_38","São Paulo_2021_38","3-4-1-2",0,2,55,4,0.5,0,1,0,0,4,0,4,19,4,0,-2,6,0,0
"20","Atl Goianiense","2020",2,"qua","Em casa","Flamengo","4-2-3-1","V",3,0,35,13,0.538461538461538,0.230769230769231,3,1,1,-4,3,24,15,7,3,3,1,0,0,"Atl Goianiense_2020_2","Flamengo_2020_2","4-2-3-1",0,3,65,8,0.375,0,7,0.571428571428571,0,5,1,23,12,8,0,-3,6,0,0
"21","Atl Goianiense","2020",3,"dom","Em casa","Sport Recife","4-2-3-1","E",1,1,32,11,0.363636363636364,0.0909090909090909,4,0.75,0,-2,0,17,18,6,1,0,7,0,0,"Atl Goianiense_2020_3","Sport Recife_2020_3","4--3-3",1,1,68,17,0.294117647058824,0.0588235294117647,4,0.75,0,1,3,34,10,5,1,0,2,0,0
"22","Atl Goianiense","2020",6,"dom","Em casa","Ceará","4-2-3-1","D",0,2,54,14,0.285714285714286,0,5,0.6,0,5,1,18,13,9,0,-2,6,0,0,"Atl Goianiense_2020_6","Ceará_2020_6","4-2-3-1",2,0,46,15,0.4,0.133333333333333,4,1,1,-6,2,17,11,12,3,2,2,0,0
"23","Atl Goianiense","2020",8,"dom","Em casa","Grêmio","4-2-3-1","E",1,1,49,8,0.25,0.125,2,0.5,0,2,0,17,26,9,1,0,1,0,0,"Atl Goianiense_2020_8","Grêmio_2020_8","4-2-3-1",1,1,51,6,0.333333333333333,0.166666666666667,2,0.5,0,-4,2,22,12,13,1,0,9,0,0
"24","Atl Goianiense","2020",11,"sáb","Em casa","Atlético Mineiro","4-2-3-1","D",3,4,44,15,0.6,0.2,7,0.571428571428571,0,3,1,20,18,8,0,-1,2,0,0,"Atl Goianiense_2020_11","Atlético Mineiro_2020_11","4--3-3",4,3,56,14,0.642857142857143,0.285714285714286,9,0.666666666666667,0,-2,4,21,10,4,3,1,0,0.25,0
"25","Atl Goianiense","2020",12,"dom","Em casa","Botafogo (RJ)","4-2-3-1","E",1,1,53,10,0.2,0.1,4,1,0,5,3,31,14,7,1,0,2,0,0,"Atl Goianiense_2020_12","Botafogo (RJ)_2020_12","3--4-3",1,1,47,16,0.3125,0.0625,2,0.5,0,-2,0,23,12,9,1,0,3,1,0
"26","Atl Goianiense","2020",15,"dom","Em casa","Bragantino","4-2-3-1","V",2,1,53,25,0.32,0.08,5,0.8,0,1,0,30,14,7,3,1,1,0,0,"Atl Goianiense_2020_15","Bragantino_2020_15","4-2-3-1",1,2,47,19,0.263157894736842,0.0526315789473684,8,0.75,0,2,2,24,21,11,0,-1,1,0,0
"27","Atl Goianiense","2020",17,"sáb","Em casa","Atl Paranaense","4-2-3-1","E",1,1,37,12,0.0833333333333333,0.0833333333333333,6,0.833333333333333,0,-10,1,13,14,8,1,0,13,0,0,"Atl Goianiense_2020_17","Atl Paranaense_2020_17","4--3-3",1,1,63,18,0.388888888888889,0.0555555555555556,1,0,0,12,2,36,10,13,1,0,5,0,0
"28","Atl Goianiense","2020",18,"dom","Em casa","Palmeiras","4-2-3-1","D",0,3,57,20,0.25,0,4,0.25,0,-2,0,19,11,9,0,-3,1,0,0,"Atl Goianiense_2020_18","Palmeiras_2020_18","4-2-3-1",3,0,44,12,0.333333333333333,0.25,5,1,1,4,2,15,14,15,3,3,4,0,0
"29","Atl Goianiense","2020",20,"sáb","Em casa","Corinthians","4-2-3-1","E",1,1,44,15,0.4,0.0666666666666667,1,1,0,-3,2,29,13,11,1,0,3,0,0,"Atl Goianiense_2020_20","Corinthians_2020_20","4-2-3-1",1,1,56,6,0.333333333333333,0.166666666666667,5,0.8,0,8,2,14,11,8,1,0,4,1,0
"30","Atl Goianiense","2020",23,"sáb","Em casa","Internacional","4-2-3-1","E",0,0,42,9,0,0,4,1.25,1,2,5,19,8,6,1,0,1,0,0,"Atl Goianiense_2020_23","Internacional_2020_23","4-1-3-2",0,0,58,17,0.352941176470588,0,0,0,1,0,4,26,16,9,1,0,9,0,0
"31","Atl Goianiense","2020",24,"seg","Em casa","Goiás","4-2-3-1","D",0,1,68,12,0.25,0,2,0.5,0,-4,4,41,11,12,0,-1,3,0,0,"Atl Goianiense_2020_24","Goiás_2020_24","5--3-2",1,0,32,11,0.272727272727273,0.0909090909090909,3,1,1,5,2,10,6,12,3,1,3,0,0
"32","Atl Goianiense","2020",26,"qua","Em casa","Fluminense","4-2-3-1","V",2,1,39,13,0.384615384615385,0.153846153846154,2,0.5,0,2,0,22,5,11,3,1,2,0.5,0,"Atl Goianiense_2020_26","Fluminense_2020_26","4-1-4-1",1,2,61,5,0.4,0.2,4,0.75,0,3,0,18,10,6,0,-1,4,0,0
"33","Atl Goianiense","2020",28,"qui","Em casa","Vasco da Gama","4-2-3-1","E",0,0,44,8,0.5,0,6,1,1,3,2,14,16,5,1,0,3,0,0,"Atl Goianiense_2020_28","Vasco da Gama_2020_28","4-1-4-1",0,0,56,15,0.4,0,2,1,1,-3,2,23,19,3,1,0,2,0,0
"34","Atl Goianiense","2020",29,"dom","Em casa","Bahia","4-2-3-1","E",1,1,43,13,0.461538461538462,0.0769230769230769,4,0.75,0,5,3,25,7,17,1,0,2,0,0,"Atl Goianiense_2020_29","Bahia_2020_29","4-1-4-1",1,1,58,16,0.25,0.0625,5,0.8,0,-4,1,20,11,16,1,0,1,0,0
"35","Atl Goianiense","2020",32,"dom","Em casa","Fortaleza","4-2-3-1","V",2,0,45,7,0.428571428571429,0.285714285714286,1,2,1,0,0,18,10,5,3,2,2,0.5,0,"Atl Goianiense_2020_32","Fortaleza_2020_32","4-2-3-1",0,2,55,11,0.272727272727273,0,2,0.5,0,4,2,21,9,9,0,-2,8,0,0
"36","Atl Goianiense","2020",33,"dom","Em casa","São Paulo","4-2-3-1","V",2,1,41,11,0.272727272727273,0.181818181818182,3,0.666666666666667,0,4,1,24,9,5,3,1,3,0,0,"Atl Goianiense_2020_33","São Paulo_2020_33","4--4-2",1,2,60,13,0.230769230769231,0.0769230769230769,3,0.333333333333333,0,-4,1,28,19,7,0,-1,1,0,0
"37","Atl Goianiense","2020",35,"sáb","Em casa","Santos","4-2-3-1","E",1,1,31,8,0.375,0.125,2,1,0,5,1,6,6,7,1,0,7,1,0,"Atl Goianiense_2020_35","Santos_2020_35","4-2-3-1",1,1,69,18,0.166666666666667,0.0555555555555556,2,1,0,-3,4,47,13,7,1,0,2,1,0
"38","Atl Goianiense","2020",38,"qui","Em casa","Coritiba","4-2-3-1","V",3,1,56,18,0.388888888888889,0.166666666666667,1,0,0,-1,1,19,9,9,3,2,0,0,0,"Atl Goianiense_2020_38","Coritiba_2020_38","5--4-1",1,3,44,9,0.111111111111111,0.111111111111111,7,0.571428571428571,0,1,1,18,12,12,0,-2,1,0,0.333333333333333
"39","Atl Goianiense","2021",2,"sáb","Em casa","São Paulo","4-2-3-1","V",2,0,38,9,0.444444444444444,0.222222222222222,3,1,1,2,1,15,7,8,3,2,4,0,0,"Atl Goianiense_2021_2","São Paulo_2021_2","3--5-2",0,2,62,13,0.230769230769231,0,4,0.5,0,-2,1,41,11,9,0,-2,5,0,0
"40","Atl Goianiense","2021",4,"qui","Em casa","Fortaleza","4-2-3-1","E",0,0,56,9,0.111111111111111,0,1,1,1,5,0,25,16,8,1,0,3,0,0,"Atl Goianiense_2021_4","Fortaleza_2021_4","3-4-1-2",0,0,44,5,0.2,0,1,1,1,-3,6,18,12,8,1,0,1,0,0
"41","Atl Goianiense","2021",6,"qua","Em casa","Fluminense","4-2-3-1","V",1,0,50,9,0.222222222222222,0.111111111111111,2,1,1,7,0,23,11,7,3,1,3,0,0,"Atl Goianiense_2021_6","Fluminense_2021_6","4-2-3-1",0,1,50,3,0.666666666666667,0,2,0.5,0,-4,4,24,9,8,0,-1,3,0,0
"42","Atl Goianiense","2021",7,"seg","Em casa","Bragantino","4-2-3-1","D",0,1,42,12,0.166666666666667,0,5,0.8,0,8,1,17,9,3,0,-1,2,0,0,"Atl Goianiense_2021_7","Bragantino_2021_7","4-2-3-1",1,0,58,12,0.416666666666667,0.0833333333333333,2,1,1,-7,0,26,15,14,3,1,2,0,0
"43","Atl Goianiense","2021",10,"qua","Em casa","Sport Recife","4--3-3","E",1,1,56,13,0.307692307692308,0.0769230769230769,3,0.666666666666667,0,7,0,19,11,5,1,0,4,0,0,"Atl Goianiense_2021_10","Sport Recife_2021_10","4-2-3-1",1,1,44,11,0.272727272727273,0.0909090909090909,4,0.75,0,-6,1,30,11,6,1,0,1,0,0
"44","Atl Goianiense","2021",12,"dom","Em casa","Palmeiras","4-2-3-1","D",0,3,58,11,0.0909090909090909,0,8,0.625,0,-8,4,13,3,8,0,-3,2,0,0.333333333333333,"Atl Goianiense_2021_12","Palmeiras_2021_12","4-2-3-1",3,0,42,15,0.4,0.2,1,1,1,8,3,20,17,6,3,3,1,0,0
"45","Atl Goianiense","2021",14,"dom","Em casa","América (MG)","4-2-3-1","E",1,1,52,7,0.285714285714286,0.142857142857143,5,0.8,0,7,1,7,10,6,1,0,4,0,0,"Atl Goianiense_2021_14","América (MG)_2021_14","3--4-3",1,1,48,16,0.3125,0.0625,2,0.5,0,-7,1,24,13,9,1,0,0,0,0
"46","Atl Goianiense","2021",17,"sáb","Em casa","Chapecoense","4--4-2","E",1,1,70,16,0.125,0.0625,1,1,0,-8,1,21,8,6,1,0,7,1,0,"Atl Goianiense_2021_17","Chapecoense_2021_17","4-2-3-1",1,1,31,8,0.25,0.125,1,1,0,12,3,20,15,5,1,0,5,1,0
"47","Atl Goianiense","2021",18,"dom","Em casa","Internacional","4--4-2","E",0,0,52,8,0.375,0,3,1,1,-2,3,18,13,11,1,0,1,0,0,"Atl Goianiense_2021_18","Internacional_2021_18","4-2-3-1",0,0,48,7,0.428571428571429,0,2,1,1,2,1,19,16,7,1,0,2,0,0
"48","Atl Goianiense","2021",20,"dom","Em casa","Corinthians","4--4-2","E",1,1,52,11,0.454545454545455,0.0909090909090909,2,0.5,0,1,2,12,11,8,1,0,4,0,0,"Atl Goianiense_2021_20","Corinthians_2021_20","4--5-1",1,1,49,8,0.25,0.125,4,0.75,0,1,2,19,12,10,1,0,2,0,0
"49","Atl Goianiense","2021",22,"dom","Em casa","Cuiabá","4-2-3-1","E",0,0,57,16,0.1875,0,2,1,1,-6,1,23,12,11,1,0,1,0,0,"Atl Goianiense_2021_22","Cuiabá_2021_22","4--4-2",0,0,43,6,0.333333333333333,0,3,1,1,6,2,9,14,15,1,0,4,0,0
"50","Atl Goianiense","2021",24,"qua","Em casa","Atl Paranaense","4-2-3-1","D",0,2,60,15,0.2,0,4,0.5,0,-3,2,33,5,10,0,-2,3,0,0,"Atl Goianiense_2021_24","Atl Paranaense_2021_24","3--4-3",2,0,40,12,0.333333333333333,0.166666666666667,4,0.75,1,5,1,23,17,10,3,2,3,0,0
"51","Atl Goianiense","2021",27,"dom","Em casa","Atlético Mineiro","4-2-3-1","V",2,1,36,9,0.444444444444444,0.222222222222222,3,0.666666666666667,0,2,1,12,18,10,3,1,1,0,0,"Atl Goianiense_2021_27","Atlético Mineiro_2021_27","4-2-3-1",1,2,64,22,0.136363636363636,0.0454545454545455,5,0.6,0,-1,1,26,11,11,0,-1,0,0,0
"52","Atl Goianiense","2021",28,"seg","Em casa","Grêmio","4-2-3-1","V",2,0,46,8,0.5,0.25,6,1,1,3,2,14,16,5,3,2,3,0,0,"Atl Goianiense_2021_28","Grêmio_2021_28","4-2-3-1",0,2,54,11,0.181818181818182,0,5,0.8,0,-4,0,10,15,6,0,-2,2,0,0
"53","Atl Goianiense","2021",30,"ter","Em casa","Juventude","4-2-3-1","E",1,1,50,13,0.230769230769231,0.0769230769230769,6,0.5,0,1,2,19,16,2,1,0,3,0,0,"Atl Goianiense_2021_30","Juventude_2021_30","4--4-2",1,1,50,12,0.416666666666667,0.0833333333333333,8,0.875,0,-3,1,18,9,10,1,0,2,0,0
"54","Atl Goianiense","2021",32,"sáb","Em casa","Santos","4-2-3-1","E",0,0,65,7,0.428571428571429,0,1,2,1,0,0,18,10,5,1,0,2,0,0,"Atl Goianiense_2021_32","Santos_2021_32","3-4-1-2",0,0,35,20,0.45,0,5,0.4,0,-8,4,22,11,8,1,0,4,0,0
"55","Atl Goianiense","2021",34,"sáb","Em casa","Ceará","4-2-3-1","E",1,1,59,8,0.25,0.125,9,0.888888888888889,0,-7,1,18,15,10,1,0,3,0,0,"Atl Goianiense_2021_34","Ceará_2021_34","4-2-3-1",1,1,41,8,0.125,0.125,6,0.833333333333333,0,-4,2,11,18,12,1,0,0,0,0
"56","Atl Goianiense","2021",35,"seg","Em casa","Bahia","4-2-3-1","V",2,1,49,8,0.375,0.25,2,1,0,5,1,6,6,7,3,1,7,0.5,0,"Atl Goianiense_2021_35","Bahia_2021_35","4-2-3-1",1,2,51,9,0.777777777777778,0.111111111111111,2,0.5,0,5,1,20,10,10,0,-1,8,0,0
"57","Atl Goianiense","2021",38,"qui","Em casa","Flamengo","4--3-3","V",2,0,51,18,0.388888888888889,0.111111111111111,1,0,0,-1,1,19,9,9,3,2,0,0,0,"Atl Goianiense_2021_38","Flamengo_2021_38","3--4-3",0,2,49,19,0.0526315789473684,0,2,0,0,-3,2,30,8,9,0,-2,3,0,0
"58","Atl Paranaense","2019",1,"dom","Em casa","Vasco da Gama","4-2-3-1","V",4,1,57,20,0.55,0.2,5,0.8,0,-4,2,14,12,7,3,3,1,0,0,"Atl Paranaense_2019_1","Vasco da Gama_2019_1","3--5-2",1,4,43,14,0.357142857142857,0.0714285714285714,12,0.666666666666667,0,5,1,14,8,9,0,-3,1,0,0.25
"59","Atl Paranaense","2019",4,"dom","Em casa","Bahia","4-1-4-1","V",1,0,63,18,0.5,0.0555555555555556,4,1,1,0,3,17,14,7,3,1,2,0,0,"Atl Paranaense_2019_4","Bahia_2019_4","4-2-3-1",0,1,37,13,0.307692307692308,0,9,0.888888888888889,0,0,3,22,9,12,0,-1,3,0,0
"60","Atl Paranaense","2019",5,"dom","Em casa","Corinthians","4--4-2","D",0,2,62,23,0.217391304347826,0,2,0,0,7,3,38,10,16,0,-2,1,0,0,"Atl Paranaense_2019_5","Corinthians_2019_5","4-2-3-1",2,0,38,4,0.5,0.5,5,1,1,-3,1,15,8,10,3,2,4,0,0
"61","Atl Paranaense","2019",7,"dom","Em casa","Fluminense","4-2-3-1","V",3,0,56,16,0.375,0.1875,2,1,1,5,1,24,15,13,3,3,1,0,0,"Atl Paranaense_2019_7","Fluminense_2019_7","4--3-3",0,3,44,9,0.222222222222222,0,5,0.4,0,-1,0,10,6,8,0,-3,8,0,0
"62","Atl Paranaense","2019",10,"dom","Em casa","Internacional","4-2-3-1","V",1,0,60,17,0.352941176470588,0.0588235294117647,4,1,1,0,2,22,9,6,3,1,3,0,0,"Atl Paranaense_2019_10","Internacional_2019_10","4-2-3-1",0,1,40,12,0.333333333333333,0,6,0.833333333333333,0,2,3,14,13,12,0,-1,3,0,0
"63","Atl Paranaense","2019",17,"sáb","Em casa","Ceará","4-2-3-1","V",1,0,69,11,0.363636363636364,0.0909090909090909,5,1,1,0,0,39,8,1,3,1,1,0,0,"Atl Paranaense_2019_17","Ceará_2019_17","4-2-3-1",0,1,31,9,0.555555555555556,0,4,0.75,0,2,2,14,17,10,0,-1,3,0,0
"64","Atl Paranaense","2019",21,"qui","Em casa","Fortaleza","4-1-4-1","V",4,1,65,20,0.45,0.2,2,1,0,3,0,25,9,6,3,3,3,0,0,"Atl Paranaense_2019_21","Fortaleza_2019_21","4-2-3-1",1,4,35,11,0.272727272727273,0.0909090909090909,9,0.555555555555556,0,-2,1,16,14,15,0,-3,0,1,0
"65","Atl Paranaense","2019",27,"dom","Em casa","Palmeiras","4-2-3-1","E",1,1,52,14,0.428571428571429,0.0714285714285714,2,0.5,0,13,0,25,7,11,1,0,1,0,0,"Atl Paranaense_2019_27","Palmeiras_2019_27","4-2-3-1",1,1,48,8,0.25,0.125,6,0.833333333333333,0,-11,4,10,12,13,1,0,2,0,0
"66","Atl Paranaense","2019",28,"dom","Em casa","Goiás","4--3-3","V",4,1,68,24,0.666666666666667,0.166666666666667,2,0.5,0,9,1,37,11,10,3,3,1,0,0,"Atl Paranaense_2019_28","Goiás_2019_28","4--3-3",1,4,32,7,0.285714285714286,0.142857142857143,15,0.733333333333333,0,-9,0,10,13,11,0,-3,1,0,0
"67","Atl Paranaense","2019",37,"qua","Em casa","Santos","4-2-3-1","V",1,0,51,9,0.333333333333333,0.111111111111111,3,1,1,7,3,20,8,7,3,1,2,0,0,"Atl Paranaense_2019_37","Santos_2019_37","4--3-3",0,1,49,9,0.333333333333333,0,3,0.666666666666667,0,-6,5,10,14,11,0,-1,10,0,0
"68","Atl Paranaense","2020",2,"qua","Em casa","Goiás","4--3-3","V",2,1,79,19,0.210526315789474,0.105263157894737,2,1,0,-1,1,16,2,9,3,1,3,0,0,"Atl Paranaense_2020_2","Goiás_2020_2","4--4-2",1,2,22,13,0.230769230769231,0.0769230769230769,4,0.5,0,3,1,9,2,13,0,-1,3,1,0
"69","Atl Paranaense","2020",4,"qua","Em casa","Palmeiras","4--3-3","D",0,1,56,6,0,0,3,0.666666666666667,0,0,0,18,6,9,0,-1,5,0,0,"Atl Paranaense_2020_4","Palmeiras_2020_4","4-2-3-1",1,0,44,10,0.3,0.1,0,0,1,1,3,24,4,13,3,1,0,0,0
"70","Atl Paranaense","2020",5,"sáb","Em casa","Fluminense","4--3-3","D",0,1,65,14,0.357142857142857,0,3,0.666666666666667,0,10,1,37,14,8,0,-1,4,0,1,"Atl Paranaense_2020_5","Fluminense_2020_5","4-2-3-1",1,0,35,11,0.363636363636364,0.0909090909090909,5,1,1,-9,2,11,14,11,3,1,3,0,0
"71","Atl Paranaense","2020",7,"qua","Em casa","Bragantino","4-2-3-1","E",1,1,58,12,0.5,0.0833333333333333,3,0.666666666666667,0,4,2,15,9,10,1,0,2,0,0,"Atl Paranaense_2020_7","Bragantino_2020_7","4-2-3-1",1,1,42,18,0.166666666666667,0.0555555555555556,5,0.8,0,-1,0,22,15,10,1,0,2,0,0
"72","Atl Paranaense","2020",9,"qua","Em casa","Botafogo (RJ)","4-1-4-1","E",1,1,61,17,0.176470588235294,0.0588235294117647,4,1,0,11,3,18,10,6,1,0,1,0,0,"Atl Paranaense_2020_9","Botafogo (RJ)_2020_9","3--4-3",1,1,39,12,0.5,0.0833333333333333,3,0.666666666666667,0,-7,2,18,8,10,1,0,0,1,0
"73","Atl Paranaense","2020",10,"sáb","Em casa","Coritiba","4--4-2","V",1,0,43,10,0.2,0.1,1,1,1,9,3,23,8,7,3,1,4,0,0,"Atl Paranaense_2020_10","Coritiba_2020_10","4-2-3-1",0,1,57,5,0.2,0,2,0.5,0,-10,4,23,9,9,0,-1,7,0,0
"74","Atl Paranaense","2020",12,"sáb","Em casa","Bahia","4--3-3","V",1,0,56,13,0.307692307692308,0.0769230769230769,2,1.5,1,9,2,12,15,10,3,1,4,0,0,"Atl Paranaense_2020_12","Bahia_2020_12","4--4-2",0,1,45,14,0.285714285714286,0,4,0.75,0,-8,4,21,16,5,0,-1,1,0,0
"75","Atl Paranaense","2020",14,"qui","Em casa","Ceará","4--3-3","E",0,0,62,14,0.142857142857143,0,4,1,1,-1,2,25,16,6,1,0,3,0,0,"Atl Paranaense_2020_14","Ceará_2020_14","4-2-3-1",0,0,39,13,0.307692307692308,0,1,1,1,2,2,14,20,4,1,0,2,0,0
"76","Atl Paranaense","2020",16,"qua","Em casa","Corinthians","4-2-3-1","D",0,1,61,16,0.5625,0,6,0.833333333333333,0,5,2,27,10,6,0,-1,3,0,0,"Atl Paranaense_2020_16","Corinthians_2020_16","4--3-3",1,0,39,13,0.461538461538462,0.0769230769230769,9,1,1,-4,2,19,11,10,3,1,8,0,0
"77","Atl Paranaense","2020",18,"dom","Em casa","Grêmio","4-2-3-1","D",1,2,65,5,0.2,0.2,3,0.333333333333333,0,3,1,13,12,15,0,-1,3,0,0.5,"Atl Paranaense_2020_18","Grêmio_2020_18","4-2-3-1",2,1,35,8,0.25,0.25,1,0,0,-5,1,16,16,16,3,1,1,0,0
