"","equipe","ano","rodada","dia","local","oponente","formacao","resultado","gp","gc","posse","totalchutes","%chgol","g_ch","cagc","%defesas","cleansheets","dif_faltas","impedimentos","cruzamentos","cortes","roubadas","pts","saldo_gols","cardscore","%gols_pen","%gols_contra","id_rodada","id_opp","opp_formacao","opp_gp","opp_gc","opp_posse","opp_totalchutes","opp_%chgol","opp_g_ch","opp_cagc","opp_%defesas","opp_cleansheets","opp_dif_faltas","opp_impedimentos","opp_cruzamentos","opp_cortes","opp_roubadas","opp_pts","opp_saldo_gols","opp_cardscore","opp_%gols_pen","%opp_gols_contra"
"171","Avaí","2019",22,"seg","Em casa","Bahia","4--5-1","D",0,2,56,14,0.285714285714286,0,2,0,0,0,4,28,23,12,0,-2,1,0,0,"Avaí_2019_22","Bahia_2019_22","4--3-3",2,0,44,7,0.285714285714286,0.285714285714286,4,1,1,1,1,7,8,12,3,2,1,0,0
"172","Avaí","2019",24,"qui","Em casa","Vasco da Gama","4-2-3-1","E",0,0,55,16,0.125,0,4,1,1,9,0,24,29,13,1,0,1,0,0,"Avaí_2019_24","Vasco da Gama_2019_24","4-2-3-1",0,0,45,12,0.333333333333333,0,2,1,1,-5,1,12,11,14,1,0,1,0,0
"173","Avaí","2019",26,"qui","Em casa","Internacional","4--3-3","D",0,2,30,17,0.352941176470588,0,10,0.8,0,-7,0,20,17,4,0,-2,6,0,0,"Avaí_2019_26","Internacional_2019_26","4--3-3",2,0,70,26,0.384615384615385,0.0769230769230769,6,1,1,9,2,23,14,11,3,2,3,0,0
"174","Avaí","2019",28,"dom","Em casa","Palmeiras","5--4-1","D",1,2,37,11,0.545454545454545,0.0909090909090909,3,0.666666666666667,0,4,0,22,10,10,0,-1,3,1,0,"Avaí_2019_28","Palmeiras_2019_28","4-2-3-1",2,1,63,15,0.266666666666667,0.133333333333333,5,1,0,0,2,16,8,7,3,1,2,0.5,0
"175","Avaí","2019",29,"qua","Em casa","Fortaleza","4--3-3","D",1,3,50,11,0.272727272727273,0.0909090909090909,5,0.6,0,13,0,29,8,4,0,-2,9,0,0,"Avaí_2019_29","Fortaleza_2019_29","4--4-2",3,1,50,11,0.545454545454545,0.272727272727273,3,0.666666666666667,0,-8,0,10,4,8,3,2,1,0.333333333333333,0
"176","Avaí","2019",31,"qua","Em casa","Santos","3--4-3","D",1,2,48,13,0.307692307692308,0.0769230769230769,3,0.333333333333333,0,9,0,26,14,12,0,-1,11,0,0,"Avaí_2019_31","Santos_2019_31","4--3-3",2,1,53,9,0.333333333333333,0.222222222222222,4,0.75,0,-8,2,12,14,8,3,1,7,0,0
"177","Avaí","2019",34,"dom","Em casa","Chapecoense","4--3-3","D",0,1,57,13,0.153846153846154,0,2,0.5,0,-4,0,12,23,17,0,-1,5,0,0,"Avaí_2019_34","Chapecoense_2019_34","4-2-3-1",1,0,43,15,0.133333333333333,0.0666666666666667,2,1,1,6,0,12,14,11,3,1,6,0,0
"178","Avaí","2019",36,"dom","Em casa","Fluminense","4--3-3","E",1,1,44,5,0.2,0.2,2,0.5,0,7,0,16,8,14,1,0,4,1,0,"Avaí_2019_36","Fluminense_2019_36","4-4-1-1",1,1,56,7,0.285714285714286,0.142857142857143,0,0,0,-2,0,17,14,11,1,0,5,0,0
"179","Bahia","2019",1,"dom","Em casa","Corinthians","4-2-3-1","V",3,2,43,15,0.4,0.2,3,0.333333333333333,0,14,1,22,12,16,3,1,1,0,0,"Bahia_2019_1","Corinthians_2019_1","4-1-4-1",2,3,57,9,0.333333333333333,0.222222222222222,6,0.5,0,-12,0,10,12,13,0,-1,4,0,0
"180","Bahia","2019",3,"dom","Em casa","Avaí","4-2-3-1","V",1,0,52,20,0.55,0.05,1,1,1,12,0,25,10,16,3,1,1,0,0,"Bahia_2019_3","Avaí_2019_3","5--3-2",0,1,48,9,0.111111111111111,0,11,0.909090909090909,0,-10,1,15,16,10,0,-1,2,0,0
"181","Bahia","2019",6,"dom","Em casa","Fluminense","4-1-4-1","V",3,2,34,10,0.5,0.3,3,0.666666666666667,0,1,0,8,6,16,3,1,2,0.333333333333333,0,"Bahia_2019_6","Fluminense_2019_6","4-1-4-1",2,3,67,11,0.363636363636364,0.181818181818182,2,0.5,0,1,2,14,12,5,0,-1,9,0.5,0
"182","Bahia","2019",7,"sáb","Em casa","Grêmio","4--3-3","V",1,0,43,14,0.285714285714286,0.0714285714285714,1,1,1,0,0,23,4,9,3,1,1,1,0,"Bahia_2019_7","Grêmio_2019_7","4-2-3-1",0,1,57,7,0.285714285714286,0,3,1,0,2,5,15,6,10,0,-1,2,0,0
"183","Bahia","2019",10,"sáb","Em casa","Santos","4--3-3","D",0,1,38,11,0.181818181818182,0,5,1,0,5,1,17,6,4,0,-1,2,0,0,"Bahia_2019_10","Santos_2019_10","3--4-3",1,0,62,17,0.411764705882353,0.0588235294117647,2,1,1,-2,1,15,13,5,3,1,3,0,0
"184","Bahia","2019",11,"sáb","Em casa","Cruzeiro","4-1-4-1","E",0,0,58,12,0.0833333333333333,0,4,1,1,9,1,28,3,12,1,0,8,0,0,"Bahia_2019_11","Cruzeiro_2019_11","4--3-3",0,0,43,12,0.333333333333333,0,1,1,1,-9,2,19,10,8,1,0,1,0,0
"185","Bahia","2019",13,"dom","Em casa","Flamengo","4--3-3","V",3,0,32,10,0.7,0.3,1,1,1,6,4,6,16,18,3,3,6,0,0,"Bahia_2019_13","Flamengo_2019_13","4-2-3-1",0,3,69,13,0.0769230769230769,0,7,0.571428571428571,0,-2,2,23,3,10,0,-3,1,0,0
"186","Bahia","2019",15,"dom","Em casa","Goiás","4-2-3-1","E",1,1,48,16,0.1875,0.0625,4,0.75,0,-4,1,18,10,13,1,0,7,0,0,"Bahia_2019_15","Goiás_2019_15","4--4-2",1,1,52,11,0.363636363636364,0.0909090909090909,3,0.666666666666667,0,6,1,28,7,18,1,0,3,0,0
"187","Bahia","2019",17,"sáb","Em casa","CSA","4-2-3-1","V",1,0,66,15,0.466666666666667,0.0666666666666667,2,1,1,-2,0,27,5,8,3,1,1,0,0,"Bahia_2019_17","CSA_2019_17","4--4-2",0,1,34,8,0.25,0,5,1,0,5,3,5,8,11,0,-1,1,0,0
"188","Bahia","2019",19,"dom","Em casa","Fortaleza","4-2-3-1","E",1,1,53,11,0.272727272727273,0.0909090909090909,1,0,0,6,5,15,11,9,1,0,1,1,0,"Bahia_2019_19","Fortaleza_2019_19","4-2-3-1",1,1,47,9,0.111111111111111,0.111111111111111,2,1,0,-4,0,14,8,10,1,0,1,0,0
"189","Bahia","2019",21,"qua","Em casa","Botafogo (RJ)","4-1-4-1","V",2,0,58,19,0.157894736842105,0.105263157894737,0,0,1,8,0,24,5,6,3,2,1,0,0,"Bahia_2019_21","Botafogo (RJ)_2019_21","4-4-1-1",0,2,42,3,0.333333333333333,0,3,0.333333333333333,0,-8,1,6,7,3,0,-2,5,0,0
"190","Bahia","2019",23,"sáb","Em casa","Atl Paranaense","4--3-3","D",1,2,46,13,0.307692307692308,0.0769230769230769,5,0.6,0,-4,1,25,6,8,0,-1,2,0,0,"Bahia_2019_23","Atl Paranaense_2019_23","4-2-3-1",2,1,54,13,0.384615384615385,0.153846153846154,4,0.75,0,5,1,23,8,18,3,1,3,0,0
"191","Bahia","2019",24,"qua","Em casa","São Paulo","4-1-4-1","E",0,0,40,15,0.4,0,1,1,1,-5,3,17,10,8,1,0,2,0,0,"Bahia_2019_24","São Paulo_2019_24","4-2-3-1",0,0,60,9,0.222222222222222,0,6,1,1,5,2,17,6,4,1,0,1,0,0
"192","Bahia","2019",27,"seg","Em casa","Ceará","4-1-4-1","D",1,2,48,12,0.333333333333333,0.0833333333333333,6,0.666666666666667,0,4,4,20,9,19,0,-1,2,0,0,"Bahia_2019_27","Ceará_2019_27","4-3-1-2",2,1,52,13,0.461538461538462,0.153846153846154,4,0.75,0,-2,1,31,15,13,3,1,3,0,0
"193","Bahia","2019",28,"sáb","Em casa","Internacional","4--3-3","D",2,3,56,13,0.384615384615385,0.153846153846154,6,0.5,0,6,1,28,12,12,0,-1,1,0,0,"Bahia_2019_28","Internacional_2019_28","4-2-3-1",3,2,44,17,0.352941176470588,0.176470588235294,5,0.6,0,-5,2,8,17,5,3,1,5,0,0
"194","Bahia","2019",31,"qua","Em casa","Chapecoense","4--3-3","E",1,1,67,23,0.304347826086957,0.0434782608695652,2,0.5,0,4,3,42,4,19,1,0,1,0,0,"Bahia_2019_31","Chapecoense_2019_31","4-2-3-1",1,1,33,7,0.285714285714286,0.142857142857143,7,0.857142857142857,0,-3,1,15,11,13,1,0,3,0,0
"195","Bahia","2019",33,"dom","Em casa","Palmeiras","4--3-3","E",1,1,46,15,0.333333333333333,0.0666666666666667,5,0.8,0,3,1,17,7,9,1,0,2,0,0,"Bahia_2019_33","Palmeiras_2019_33","4-2-3-1",1,1,54,22,0.227272727272727,0.0454545454545455,5,0.8,0,-1,0,19,8,8,1,0,0,0,0
"196","Bahia","2019",35,"qua","Em casa","Atlético Mineiro","4-2-3-1","E",1,1,58,16,0.25,0.0625,3,0.666666666666667,0,-8,0,44,9,5,1,0,1,0,0,"Bahia_2019_35","Atlético Mineiro_2019_35","4-2-3-1",1,1,42,10,0.3,0.1,4,0.75,0,8,2,18,16,11,1,0,1,0,0
"197","Bahia","2019",37,"qui","Em casa","Vasco da Gama","4--3-3","E",1,1,47,15,0.266666666666667,0.0666666666666667,4,0.75,0,11,1,12,11,11,1,0,9,1,0,"Bahia_2019_37","Vasco da Gama_2019_37","4--3-3",1,1,54,10,0.4,0.1,3,1,0,-8,2,14,8,7,1,0,7,0,0
"198","Bahia","2020",2,"qua","Em casa","Coritiba","4--4-2","V",1,0,46,12,0.5,0.0833333333333333,3,1,1,-1,1,12,6,16,3,1,0,1,0,"Bahia_2020_2","Coritiba_2020_2","4-2-3-1",0,1,54,14,0.214285714285714,0,4,1,0,3,5,27,6,6,0,-1,5,0,0
"199","Bahia","2020",3,"dom","Em casa","Bragantino","4-2-3-1","V",2,1,42,10,0.5,0.2,3,0.666666666666667,0,2,3,8,19,13,3,1,1,0,0,"Bahia_2020_3","Bragantino_2020_3","4-1-4-1",1,2,58,17,0.176470588235294,0.0588235294117647,4,0.5,0,1,1,24,15,9,0,-1,1,0,0
"200","Bahia","2020",6,"sáb","Em casa","Palmeiras","4-2-3-1","E",1,1,49,9,0.111111111111111,0.111111111111111,5,0.8,0,-1,1,23,7,8,1,0,2,0,0,"Bahia_2020_6","Palmeiras_2020_6","4-2-3-1",1,1,51,11,0.454545454545455,0.0909090909090909,1,0,0,1,4,10,10,8,1,0,2,0,0
"201","Bahia","2020",7,"qua","Em casa","Flamengo","4-2-3-1","D",3,5,42,16,0.4375,0.1875,8,0.375,0,-8,3,16,15,10,0,-2,1,0,0,"Bahia_2020_7","Flamengo_2020_7","4-2-3-1",5,3,58,20,0.45,0.25,6,0.5,0,7,2,11,14,10,3,2,2,0,0
"202","Bahia","2020",9,"qui","Em casa","Grêmio","4-3-1-2","D",0,2,50,17,0.352941176470588,0,6,0.666666666666667,0,3,1,24,11,6,0,-2,6,0,0,"Bahia_2020_9","Grêmio_2020_9","4-2-3-1",2,0,50,18,0.333333333333333,0.111111111111111,6,1,1,-3,2,13,5,7,3,2,9,0,0
"203","Bahia","2020",10,"dom","Em casa","Atl Goianiense","4-1-4-1","D",0,1,53,9,0.222222222222222,0,3,0.666666666666667,0,2,5,13,11,12,0,-1,7,0,0,"Bahia_2020_10","Atl Goianiense_2020_10","4-2-3-1",1,0,47,12,0.333333333333333,0.0833333333333333,1,1,1,6,1,18,9,3,3,1,2,0,0
"204","Bahia","2020",13,"dom","Em casa","Sport Recife","4--4-2","D",1,2,59,23,0.478260869565217,0.0434782608695652,1,0,0,5,2,39,17,10,0,-1,2,0,0,"Bahia_2020_13","Sport Recife_2020_13","4-2-3-1",2,1,41,5,0.4,0.4,11,0.909090909090909,0,-1,0,4,16,10,3,1,3,0.5,0
"205","Bahia","2020",14,"qua","Em casa","Vasco da Gama","4-2-3-1","V",3,0,47,13,0.461538461538462,0.230769230769231,1,1,1,2,0,12,10,8,3,3,3,0,0,"Bahia_2020_14","Vasco da Gama_2020_14","4-2-3-1",0,3,53,10,0.2,0,6,0.5,0,-1,1,25,5,13,0,-3,9,0,0
"206","Bahia","2020",17,"seg","Em casa","Atlético Mineiro","4--4-2","V",3,1,34,13,0.461538461538462,0.230769230769231,4,0.75,0,1,1,6,9,8,3,2,4,0,0,"Bahia_2020_17","Atlético Mineiro_2020_17","4-1-4-1",1,3,66,21,0.19047619047619,0.0476190476190476,6,0.5,0,1,1,37,12,8,0,-2,1,0,0
"207","Bahia","2020",18,"qua","Em casa","Fortaleza","4-2-3-1","V",2,1,33,13,0.538461538461538,0.153846153846154,1,0,0,3,1,16,16,15,3,1,3,0.5,0,"Bahia_2020_18","Fortaleza_2020_18","4--4-2",1,2,67,8,0.125,0.125,5,0.8,0,-3,2,28,11,11,0,-1,3,0,0
"208","Bahia","2020",20,"dom","Em casa","Botafogo (RJ)","4-2-3-1","V",1,0,58,20,0.35,0.05,3,1,1,2,1,28,7,11,3,1,2,1,0,"Bahia_2020_20","Botafogo (RJ)_2020_20","4--3-3",0,1,42,10,0.3,0,4,1,0,-3,1,22,12,7,0,-1,3,0,0
"209","Bahia","2020",23,"sáb","Em casa","São Paulo","4--3-3","D",1,3,37,15,0.4,0.0666666666666667,8,0.625,0,-2,1,27,11,4,0,-2,0,0,0,"Bahia_2020_23","São Paulo_2020_23","4--4-2",3,1,63,17,0.470588235294118,0.176470588235294,6,0.833333333333333,0,1,1,41,21,6,3,2,2,0,0
"210","Bahia","2020",24,"sáb","Em casa","Ceará","4-2-3-1","D",0,2,53,9,0.222222222222222,0,5,0.6,0,-5,1,26,10,7,0,-2,2,0,0,"Bahia_2020_24","Ceará_2020_24","4-2-3-1",2,0,48,13,0.538461538461538,0.153846153846154,3,0.666666666666667,1,7,1,17,13,15,3,2,2,0,0
"211","Bahia","2020",27,"dom","Em casa","Internacional","4-2-3-1","D",1,2,52,14,0.214285714285714,0.0714285714285714,9,0.888888888888889,0,6,0,24,13,18,0,-1,3,0,0,"Bahia_2020_27","Internacional_2020_27","4-1-4-1",2,1,49,15,0.666666666666667,0.133333333333333,3,0.666666666666667,0,-4,2,20,15,9,3,1,1,0.5,0
"212","Bahia","2020",30,"qui","Em casa","Corinthians","4-2-3-1","V",2,1,42,8,0.875,0.25,5,0.8,0,6,0,8,14,10,3,1,3,0,0,"Bahia_2020_30","Corinthians_2020_30","4-2-3-1",1,2,58,15,0.333333333333333,0.0666666666666667,7,0.714285714285714,0,-5,1,38,6,9,0,-1,1,0,0
"213","Bahia","2020",31,"qua","Em casa","Atl Paranaense","4-2-3-1","V",1,0,40,11,0.363636363636364,0.0909090909090909,1,1,1,1,3,25,21,10,3,1,2,0,0,"Bahia_2020_31","Atl Paranaense_2020_31","4-2-3-1",0,1,60,12,0.166666666666667,0,4,0.75,0,-1,2,25,14,6,0,-1,0,0,0
"214","Bahia","2020",34,"qua","Em casa","Fluminense","4-1-4-1","D",0,1,54,12,0.5,0,6,0.833333333333333,0,4,0,15,14,14,0,-1,1,0,0,"Bahia_2020_34","Fluminense_2020_34","4-2-3-1",1,0,46,13,0.461538461538462,0.0769230769230769,6,1,1,-4,2,16,18,12,3,1,1,0,0
"215","Bahia","2020",35,"sáb","Em casa","Goiás","4--3-3","E",3,3,48,9,0.777777777777778,0.333333333333333,2,0.5,0,5,1,20,10,10,1,0,8,0,0,"Bahia_2020_35","Goiás_2020_35","3--5-2",3,3,52,17,0.352941176470588,0.176470588235294,7,0.571428571428571,0,-4,1,13,8,12,1,0,4,0,0
"216","Bahia","2020",38,"qui","Em casa","Santos","3--4-3","V",2,0,49,16,0.3125,0.125,5,1,1,-2,2,13,15,11,3,2,0,0,0,"Bahia_2020_38","Santos_2020_38","4-4-1-1",0,2,51,15,0.333333333333333,0,5,0.6,0,2,1,15,13,12,0,-2,0,0,0
"217","Bahia","2021",1,"sáb","Em casa","Santos","4--3-3","V",3,0,35,5,0.6,0.6,4,1,1,9,2,8,9,10,3,3,3,0,0,"Bahia_2021_1","Santos_2021_1","4--3-3",0,3,66,12,0.333333333333333,0,3,0,0,-9,2,37,11,9,0,-3,3,0,0
"218","Bahia","2021",3,"dom","Em casa","Internacional","4--3-3","D",0,1,67,14,0.214285714285714,0,3,1,0,-2,2,31,19,9,0,-1,4,0,0,"Bahia_2021_3","Internacional_2021_3","4--3-3",1,0,33,6,0.666666666666667,0.166666666666667,3,1,1,2,2,16,8,9,3,1,9,1,0
"219","Bahia","2021",5,"dom","Em casa","Corinthians","4--3-3","E",0,0,52,12,0.166666666666667,0,3,1,1,-8,0,23,12,5,1,0,1,0,0,"Bahia_2021_5","Corinthians_2021_5","4-1-4-1",0,0,48,10,0.3,0,2,1,1,8,2,19,9,6,1,0,3,0,0
"220","Bahia","2021",6,"qui","Em casa","Atl Paranaense","4--3-3","V",2,1,70,19,0.368421052631579,0.105263157894737,4,0.75,0,4,3,40,6,3,3,1,2,0,0,"Bahia_2021_6","Atl Paranaense_2021_6","5--4-1",1,2,30,9,0.444444444444444,0.111111111111111,7,0.714285714285714,0,-4,1,7,6,3,0,-1,11,0,0
"221","Bahia","2021",8,"qua","Em casa","América (MG)","4-1-4-1","D",3,4,71,20,0.35,0.15,8,0.5,0,-3,3,39,11,4,0,-1,4,0,0,"Bahia_2021_8","América (MG)_2021_8","4-2-3-1",4,3,29,16,0.5,0.25,6,0.5,0,3,5,13,17,11,3,1,0,0,0
"222","Bahia","2021",10,"qua","Em casa","Juventude","4--3-3","V",1,0,53,8,0.25,0.125,3,1,1,1,1,26,13,4,3,1,2,0,0,"Bahia_2021_10","Juventude_2021_10","4-1-4-1",0,1,47,9,0.333333333333333,0,2,0.5,0,2,3,10,10,4,0,-1,3,0,0
"223","Bahia","2021",12,"dom","Em casa","Flamengo","4-2-3-1","D",0,5,35,11,0.272727272727273,0,9,0.555555555555556,0,11,0,17,12,5,0,-5,5,0,0,"Bahia_2021_12","Flamengo_2021_12","4-2-3-1",5,0,65,16,0.625,0.3125,3,1,1,-7,2,14,10,7,3,5,1,0.2,0
"224","Bahia","2021",14,"dom","Em casa","Sport Recife","4--3-3","D",0,1,60,21,0.19047619047619,0,2,0.5,0,-2,0,48,13,9,0,-1,2,0,0,"Bahia_2021_14","Sport Recife_2021_14","4-2-3-1",1,0,40,8,0.25,0.125,4,1,1,3,1,14,13,8,3,1,3,0,0
"225","Bahia","2021",16,"dom","Em casa","Atl Goianiense","4--4-2","D",1,2,54,15,0.533333333333333,0.0666666666666667,3,0.333333333333333,0,8,3,25,11,13,0,-1,2,0,0,"Bahia_2021_16","Atl Goianiense_2021_16","4-2-3-1",2,1,46,12,0.25,0.166666666666667,8,0.875,0,-6,1,9,18,18,3,1,0,0,0
"226","Bahia","2021",19,"sáb","Em casa","Fortaleza","4-2-3-1","V",4,2,41,13,0.615384615384615,0.307692307692308,5,0.6,0,19,2,19,13,7,3,2,3,0,0,"Bahia_2021_19","Fortaleza_2021_19","3--4-3",2,4,59,18,0.333333333333333,0.111111111111111,8,0.5,0,-18,0,18,14,10,0,-2,1,0,0
"227","Bahia","2021",21,"sáb","Em casa","Bragantino","4--3-3","E",1,1,41,13,0.230769230769231,0.0769230769230769,5,0.8,0,3,0,23,18,7,1,0,1,0,0,"Bahia_2021_21","Bragantino_2021_21","4-2-3-1",1,1,59,15,0.333333333333333,0.0666666666666667,3,0.666666666666667,0,-1,0,17,13,10,1,0,4,0,0
"228","Bahia","2021",23,"qua","Em casa","Ceará","4-1-4-1","E",1,1,54,13,0.538461538461538,0.0769230769230769,4,0.75,0,6,0,24,4,6,1,0,3,0,0,"Bahia_2021_23","Ceará_2021_23","4--4-2",1,1,46,9,0.444444444444444,0.111111111111111,7,0.857142857142857,0,-6,2,17,10,8,1,0,8,0,0
"229","Bahia","2021",26,"ter","Em casa","Palmeiras","4-2-3-1","E",0,0,51,17,0.294117647058824,0,2,1,1,9,3,35,7,10,1,0,4,0,0,"Bahia_2021_26","Palmeiras_2021_26","4--4-2",0,0,49,9,0.222222222222222,0,5,1,1,-8,1,11,18,12,1,0,7,0,0
"230","Bahia","2021",28,"dom","Em casa","Chapecoense","4--4-2","V",3,0,53,17,0.352941176470588,0.176470588235294,2,0,0,6,1,14,8,5,3,3,4,0,0,"Bahia_2021_28","Chapecoense_2021_28","5--3-2",0,3,47,11,0.0909090909090909,0,6,0.5,0,5,0,25,11,11,0,-3,1,0,0
"231","Bahia","2021",30,"dom","Em casa","São Paulo","4-1-4-1","V",1,0,43,8,0.875,0.125,5,0.8,0,6,0,8,14,10,3,1,3,0,0,"Bahia_2021_30","São Paulo_2021_30","3--5-2",0,1,57,9,0.222222222222222,0,3,0.666666666666667,0,4,8,19,17,6,0,-1,1,0,0
"232","Bahia","2021",32,"qui","Em casa","Atlético Mineiro","4-2-3-1","D",2,3,48,9,0.222222222222222,0.222222222222222,6,0.666666666666667,0,-7,1,17,14,11,0,-1,0,0,0,"Bahia_2021_32","Atlético Mineiro_2021_32","4-2-3-1",3,2,52,17,0.235294117647059,0.176470588235294,3,0,0,-1,0,34,10,7,3,1,1,0,0
"233","Bahia","2021",34,"dom","Em casa","Cuiabá","4-2-3-1","E",0,0,55,12,0.5,0,6,0.833333333333333,0,4,0,15,14,14,1,0,1,0,0,"Bahia_2021_34","Cuiabá_2021_34","4--4-2",0,0,45,8,0,0,3,1,1,-3,4,20,7,5,1,0,0,0,0
"234","Bahia","2021",36,"sex","Em casa","Grêmio","4-2-3-1","V",3,1,35,13,0.384615384615385,0.230769230769231,4,0.75,0,-1,1,7,6,6,3,2,1,0,0,"Bahia_2021_36","Grêmio_2021_36","4-2-3-1",1,3,65,5,0.6,0.2,4,0.5,0,1,0,16,8,8,0,-2,11,0,0
"235","Bahia","2021",37,"dom","Em casa","Fluminense","4-2-3-1","V",2,0,37,12,0.583333333333333,0.166666666666667,3,1,1,0,1,14,15,8,3,2,3,0.5,0,"Bahia_2021_37","Fluminense_2021_37","4--3-3",0,2,63,7,0.428571428571429,0,2,0.5,0,0,1,15,20,14,0,-2,9,0,0
"236","Botafogo (RJ)","2019",2,"qui","Em casa","Bahia","4-1-4-1","V",3,2,53,9,0.555555555555556,0.333333333333333,4,0.5,0,-3,0,13,9,11,3,1,3,0,0,"Botafogo (RJ)_2019_2","Bahia_2019_2","4-2-3-1",2,3,47,20,0.2,0.1,4,0.25,0,5,4,20,7,7,0,-1,0,0,0
"237","Botafogo (RJ)","2019",3,"dom","Em casa","Fortaleza","4-1-4-1","V",1,0,57,9,0.444444444444444,0.111111111111111,3,1,1,-6,0,20,5,18,3,1,0,0,0,"Botafogo (RJ)_2019_3","Fortaleza_2019_3","4--4-2",0,1,43,14,0.214285714285714,0,4,0.75,0,6,1,17,12,10,0,-1,2,0,0
"238","Botafogo (RJ)","2019",6,"sáb","Em casa","Palmeiras","4-1-4-1","D",0,1,62,8,0.25,0,1,1,0,-6,0,14,7,6,0,-1,10,0,0,"Botafogo (RJ)_2019_6","Palmeiras_2019_6","4-2-3-1",1,0,38,17,0.117647058823529,0.0588235294117647,2,1,1,4,6,20,2,11,3,1,0,1,0
"239","Botafogo (RJ)","2019",7,"dom","Em casa","Vasco da Gama","4-1-4-1","V",1,0,55,8,0.125,0.125,2,1,1,1,1,13,15,8,3,1,2,0,0,"Botafogo (RJ)_2019_7","Vasco da Gama_2019_7","4-1-4-1",0,1,45,18,0.111111111111111,0,1,0,0,1,1,29,13,15,0,-1,3,0,0
"240","Botafogo (RJ)","2019",9,"qua","Em casa","Grêmio","4-1-4-1","D",0,1,47,7,0.428571428571429,0,5,0.8,0,-2,1,11,9,12,0,-1,1,0,0,"Botafogo (RJ)_2019_9","Grêmio_2019_9","4-2-3-1",1,0,53,14,0.357142857142857,0.0714285714285714,3,1,1,3,4,19,11,13,3,1,2,0,0
"241","Botafogo (RJ)","2019",11,"dom","Em casa","Santos","4-1-4-1","D",0,1,51,9,0.111111111111111,0,4,0.75,0,1,1,31,6,9,0,-1,8,0,0,"Botafogo (RJ)_2019_11","Santos_2019_11","3--4-3",1,0,50,13,0.307692307692308,0.0769230769230769,1,1,1,3,2,13,10,11,3,1,9,0,0
"242","Botafogo (RJ)","2019",14,"dom","Em casa","Atl Paranaense","4-1-4-1","V",2,1,47,11,0.545454545454545,0.181818181818182,8,0.875,0,1,1,22,8,5,3,1,3,0.5,0,"Botafogo (RJ)_2019_14","Atl Paranaense_2019_14","4-2-3-1",1,2,53,18,0.444444444444444,0.0555555555555556,4,0.75,0,3,0,20,7,17,0,-1,1,0,0
"243","Botafogo (RJ)","2019",16,"seg","Em casa","Chapecoense","4-2-3-1","E",0,0,61,15,0.133333333333333,0,5,1,1,-3,0,20,10,5,1,0,2,0,0,"Botafogo (RJ)_2019_16","Chapecoense_2019_16","4-2-3-1",0,0,39,15,0.333333333333333,0,1,1,1,3,2,20,14,14,1,0,1,0,0
"244","Botafogo (RJ)","2019",18,"dom","Em casa","Atlético Mineiro","4-1-4-1","V",2,1,47,11,0.545454545454545,0.181818181818182,6,0.833333333333333,0,2,2,10,13,6,3,1,4,0.5,0,"Botafogo (RJ)_2019_18","Atlético Mineiro_2019_18","4-1-4-1",1,2,53,18,0.333333333333333,0.0555555555555556,5,0.8,0,1,4,18,8,7,0,-1,9,0,0
"245","Botafogo (RJ)","2019",20,"sáb","Em casa","São Paulo","4-1-4-1","D",1,2,53,14,0.357142857142857,0.0714285714285714,7,0.714285714285714,0,-6,2,19,11,17,0,-1,3,0,0,"Botafogo (RJ)_2019_20","São Paulo_2019_20","4-1-4-1",2,1,47,17,0.411764705882353,0.117647058823529,5,0.8,0,8,2,19,6,12,3,1,1,0,0
"246","Botafogo (RJ)","2019",23,"dom","Em casa","Fluminense","4--4-2","D",0,1,46,11,0.454545454545455,0,5,0.8,0,4,3,17,4,11,0,-1,4,0,0,"Botafogo (RJ)_2019_23","Fluminense_2019_23","4-1-4-1",1,0,54,12,0.416666666666667,0.0833333333333333,5,1,1,1,3,11,11,6,3,1,1,0,0
"247","Botafogo (RJ)","2019",24,"qua","Em casa","Goiás","4-3-1-2","V",3,1,44,12,0.583333333333333,0.25,5,0.8,0,14,2,19,8,10,3,2,4,0,1,"Botafogo (RJ)_2019_24","Goiás_2019_24","4--3-3",1,3,56,18,0.222222222222222,0.0555555555555556,7,0.571428571428571,0,-8,1,34,7,8,0,-2,2,0,0
"248","Botafogo (RJ)","2019",27,"seg","Em casa","CSA","4-2-3-1","V",2,1,44,17,0.294117647058824,0.117647058823529,2,1,0,2,2,21,10,6,3,1,2,0,0,"Botafogo (RJ)_2019_27","CSA_2019_27","4-1-4-1",1,2,56,8,0.375,0.125,6,0.666666666666667,0,-1,2,20,5,4,0,-1,8,1,0.5
"249","Botafogo (RJ)","2019",29,"qui","Em casa","Cruzeiro","4-2-3-1","D",0,2,56,20,0.2,0,3,0.333333333333333,0,1,1,34,14,6,0,-2,1,0,0,"Botafogo (RJ)_2019_29","Cruzeiro_2019_29","4-2-3-1",2,0,44,5,0.6,0.4,4,1,1,1,1,11,5,9,3,2,3,0,0
"250","Botafogo (RJ)","2019",31,"qui","Em casa","Flamengo","4-1-4-1","D",0,1,29,5,0.4,0,3,0.666666666666667,0,4,0,5,8,22,0,-1,11,0,0,"Botafogo (RJ)_2019_31","Flamengo_2019_31","4-2-3-1",1,0,71,18,0.166666666666667,0.0555555555555556,2,1,1,2,0,21,4,8,3,1,2,0,0
